company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Citi,,SSPM,"San Francisco, CA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-auditor,,"autonomous agent security, security posture management, saas audit, cloud app security, llm compliance"
Startup120,,SaaS Security,"Austin, TX",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=principal-security-engineer,,"saas risk, ai agent security, ai agent risk, saas security"
Startup181,,AI Agent Security,"Austin, TX",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=sspm-engineer,,"autonomous agent security, llm security"
Startup262,,SSPM,"Austin, TX",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-posture-engineer,,"saas posture management, ai policy, cloud app security, genai security, llm compliance"
SentinelOne,,AI Agent Security,"Boston, MA",0.75,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ciso,,"generative ai compliance, autonomous agent security"
Zoom,,SaaS Compliance,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=vp-of-security,,"saas audit, ai compliance, llm security"
Startup35,,AI Compliance,"Toronto, Canada",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=incident-response-engineer,,"generative ai compliance, saas risk, autonomous agent security"
Startup88,,AI Compliance,Remote,0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-architect,,"ai security, generative ai compliance"
Startup192,,SaaS Security,"Denver, CO",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=senior-security-engineer,,"ai agent risk, generative ai compliance, saas security, autonomous agent security"
Startup158,,SSPM,"Denver, CO",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-architect,,"sanctioned it, security posture management"
Startup255,,SSPM,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-software-engineer,,"saas governance, cloud governance, saas posture management"
Tenable,,SaaS Security,Remote,0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=principal-security-engineer,,"ai security, cloud application security"
Startup308,,SaaS Security,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=lead-security-engineer,,"cloud application security, llm compliance"
Startup250,,SaaS Security,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-architect,,"shadow it, saas security, ai agent security"
Startup153,,AI Agent Security,"London, UK",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=incident-response-engineer,,"ai agent security, generative ai compliance, ai security, ai agent risk"
Startup117,,SSPM,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=incident-response-engineer,,"saas audit, cloud app security, saas security posture, saas risk"
Startup81,,AI Agent Security,"Denver, CO",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=grc-analyst,,"autonomous agent security, ai policy"
Startup373,,SSPM,"London, UK",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-compliance-manager,,"cloud compliance, sspm"
Startup71,,AI Compliance,"San Francisco, CA",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-team-lead,,"cloud compliance, ai compliance, autonomous agent security, llm security"
Startup273,,SSPM,Remote (US),0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ai-security-engineer,,"cloud compliance, genai security, saas audit, saas security, sspm"
Startup126,,SaaS Security,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-architect,,"llm compliance, cloud application security, ai compliance, saas risk"
Startup317,,SSPM,Hybrid - Bay Area,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=lead-security-engineer,,"sspm, cloud compliance, cloud governance, autonomous agent security"
Startup44,,SaaS Security,"Denver, CO",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=appsec-engineer,,"sanctioned it, saas security, ai compliance"
Startup279,,SSPM,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=appsec-engineer,,"saas posture management, cloud compliance, ai governance, ai security, sanctioned it"
Startup254,,SaaS Security,Remote (US),0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-engineer,,"llm security, saas audit"
Startup382,,AI Agent Security,"New York, NY",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-architect,,"ai agent risk, llm security"
Startup392,,SaaS Security,"London, UK",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-software-engineer,,"saas risk, sanctioned it"
Startup321,,SSPM,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-manager,,"shadow it, cloud governance"
Startup367,,AI Agent Security,"Seattle, WA",0.85,,https://jobs.lever.co/startup367,,"ai agent security, cloud app security, llm compliance"
Startup151,,SaaS Security,"Austin, TX",0.8,,https://jobs.lever.co/startup151,,"sanctioned it, autonomous agent security, saas audit"
Startup209,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup209,,"cloud governance, saas posture management"
Startup182,,SaaS Security,"London, UK",0.9,,https://jobs.lever.co/startup182,,"llm security, cloud app security, saas security posture, genai security"
Startup231,,SSPM,Remote (US),0.85,,https://jobs.lever.co/startup231,,"saas compliance, shadow it, saas security posture, ai governance"
Startup8,,SaaS Security,"San Francisco, CA",0.8,,https://jobs.lever.co/startup8,,"saas audit, ai security, cloud governance, sanctioned it, ai policy"
Startup269,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup269,,"ai compliance, security posture management, cloud governance, saas security, sanctioned it"
Startup335,,SaaS Compliance,"London, UK",0.9,,https://jobs.lever.co/startup335,,"saas compliance, llm security, generative ai compliance, llm compliance"
Startup380,,SSPM,Remote,0.85,,https://jobs.lever.co/startup380,,"saas posture management, genai security, sanctioned it"
Zoom,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/zoom,,"shadow it, ai agent security"
Startup99,,SaaS Security,"Boston, MA",0.7,,https://jobs.lever.co/startup99,,"sanctioned it, ai security, shadow it, ai agent security, cloud governance"
CVS Health,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/cvs-health,,"cloud governance, saas audit, saas security posture, sanctioned it"
Startup331,,SSPM,Remote (US),0.9,,https://jobs.lever.co/startup331,,"genai security, saas posture management, cloud compliance, ai agent risk, saas governance"
Verizon,,SSPM,Remote (US),0.85,,https://jobs.lever.co/verizon,,"saas governance, sspm"
Startup204,,SaaS Security,Hybrid - Bay Area,0.8,,https://jobs.lever.co/startup204,,"cloud app security, saas governance"
Startup372,,AI Agent Security,Hybrid - Bay Area,0.8,,https://jobs.lever.co/startup372,,"cloud governance, autonomous agent security, llm security, ai agent security"
Startup16,,SaaS Compliance,"Boston, MA",0.85,,https://jobs.lever.co/startup16,,"saas compliance, cloud compliance, ai agent security, ai policy"
Startup42,,SSPM,Remote (US),0.85,,https://jobs.lever.co/startup42,,"llm compliance, generative ai compliance, sanctioned it, autonomous agent security, saas posture management"
Cloudflare,,AI Agent Security,Hybrid - Bay Area,0.7,,https://jobs.lever.co/cloudflare,,"ai security, ai policy"
Startup145,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/startup145,,"ai governance, genai security, shadow it, security posture management"
Startup192,,SaaS Security,Remote,0.85,,https://jobs.lever.co/startup192,,"saas audit, saas governance, genai security, ai agent risk"
Startup153,,SSPM,Remote,0.85,,https://jobs.lever.co/startup153,,"cloud application security, saas posture management, saas security, security posture management, shadow it"
Startup2,,SSPM,"London, UK",0.85,,https://jobs.lever.co/startup2,,"ai security, saas security, saas security posture, cloud compliance, llm security"
Startup168,,AI Compliance,"Boston, MA",0.7,,https://jobs.lever.co/startup168,,"llm security, ai compliance"
Startup191,,AI Agent Security,Remote (US),0.7,,https://jobs.lever.co/startup191,,"ai compliance, sanctioned it, ai security, ai agent security"
Startup302,,SaaS Security,"Denver, CO",0.85,,https://jobs.lever.co/startup302,,"ai governance, saas security"
Startup169,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/startup169,,"saas security posture, ai agent risk, cloud governance, saas posture management"
Startup176,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/startup176,,"cloud app security, saas audit, saas posture management, ai agent risk"
Cloudflare,,SSPM,Remote (US),0.85,,https://jobs.lever.co/cloudflare,,"llm compliance, security posture management, ai policy, sspm, saas audit"
Startup235,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/startup235,,"cloud app security, ai agent security, sspm"
Meta,,SaaS Security,Hybrid - Bay Area,0.85,,https://jobs.lever.co/meta,,"cloud app security, saas security"
Startup32,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/startup32,,"saas audit, cloud application security, saas security posture"
Startup89,,SaaS Compliance,"New York, NY",0.85,,https://jobs.lever.co/startup89,,"saas compliance, saas audit, ai compliance, cloud application security"
Startup192,,SaaS Security,Hybrid - Bay Area,0.8,,https://jobs.lever.co/startup192,,"saas risk, autonomous agent security"
Startup100,,SaaS Compliance,"Seattle, WA",0.9,,https://jobs.lever.co/startup100,,"saas compliance, saas security posture, cloud compliance, generative ai compliance"
Startup74,,AI Agent Security,Hybrid - Bay Area,0.8,,https://jobs.lever.co/startup74,,"ai agent risk, autonomous agent security, llm compliance, cloud governance"
Startup159,,AI Agent Security,"Seattle, WA",0.8,,https://jobs.lever.co/startup159,,"autonomous agent security, llm security"
Startup389,,SSPM,"Austin, TX",0.85,,https://jobs.lever.co/startup389,,"shadow it, cloud governance"
KPMG,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/kpmg,,"security posture management, generative ai compliance, saas risk, saas governance"
Startup133,,SSPM,"Boston, MA",0.85,,https://jobs.lever.co/startup133,,"saas posture management, saas audit"
Startup332,,SSPM,"Boston, MA",0.85,,https://jobs.lever.co/startup332,,"ai agent security, ai compliance, shadow it, cloud compliance, saas security posture"
Meta,,AI Agent Security,"Denver, CO",0.85,,https://jobs.lever.co/meta,,"ai agent security, saas security, ai agent risk, generative ai compliance"
Startup153,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup153,,"ai compliance, sspm"
Startup89,,SaaS Security,Remote (US),0.8,,https://jobs.lever.co/startup89,,"genai security, saas audit, shadow it, cloud governance, ai governance"
Startup155,,SaaS Security,"Toronto, Canada",0.9,,https://jobs.lever.co/startup155,,"cloud application security, ai agent security, saas audit, saas compliance, saas risk"
Startup210,,SaaS Security,Remote,0.8,,https://jobs.lever.co/startup210,,"cloud app security, saas governance, ai governance, ai policy"
Startup371,,SaaS Security,"Austin, TX",0.8,,https://jobs.lever.co/startup371,,"ai agent security, saas risk"
Accenture,,SaaS Security,"Boston, MA",0.85,,https://jobs.lever.co/accenture,,"ai agent security, ai governance, saas governance, saas risk"
Startup210,,SaaS Security,"San Francisco, CA",0.7,,https://jobs.lever.co/startup210,,"cloud governance, genai security"
Startup236,,SSPM,Remote (US),0.85,,https://jobs.lever.co/startup236,,"cloud app security, autonomous agent security, cloud compliance, saas security posture"
Startup131,,SaaS Security,"New York, NY",0.8,,https://jobs.lever.co/startup131,,"cloud application security, cloud governance, sanctioned it"
Atlassian,,SSPM,"Seattle, WA",0.85,,https://jobs.lever.co/atlassian,,"saas posture management, saas governance, sanctioned it"
Workday,,SSPM,"London, UK",0.85,,https://jobs.lever.co/workday,,"saas security, saas posture management, llm security, ai governance, ai security"
Startup199,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup199,,"shadow it, ai agent risk, ai governance, sanctioned it, cloud application security"
Startup128,,SaaS Compliance,Hybrid - Bay Area,0.9,,https://jobs.lever.co/startup128,,"saas compliance, security posture management, llm security, generative ai compliance, ai governance"
Startup262,,AI Agent Security,"San Francisco, CA",0.8,,https://jobs.lever.co/startup262,,"ai agent security, ai governance, llm compliance"
McAfee,,SSPM,"London, UK",0.85,,https://jobs.lever.co/mcafee,,"saas risk, ai governance, cloud governance, cloud compliance, cloud application security"
Startup142,,SSPM,"London, UK",0.85,,https://jobs.lever.co/startup142,,"saas risk, cloud application security, security posture management"
Startup204,,SaaS Security,"Denver, CO",0.85,,https://jobs.lever.co/startup204,,"generative ai compliance, cloud governance, cloud app security, shadow it"
Startup399,,AI Agent Security,Hybrid - Bay Area,0.7,,https://jobs.lever.co/startup399,,"ai governance, llm security"
Orca Security,,SSPM,"Boston, MA",0.9,,https://jobs.lever.co/orca-security,,"llm compliance, cloud app security, ai compliance, ai agent security, saas posture management"
SentinelOne,,SSPM,"London, UK",0.85,,https://jobs.lever.co/sentinelone,,"saas audit, cloud governance"
Startup270,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup270,,"saas posture management, autonomous agent security, sspm"
Startup102,,SaaS Compliance,Remote (US),0.8,,https://jobs.lever.co/startup102,,"cloud compliance, shadow it"
Startup114,,SSPM,"Austin, TX",0.85,,https://jobs.lever.co/startup114,,"cloud compliance, genai security, security posture management, ai agent security"
Startup16,,AI Compliance,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup16,,"saas audit, ai compliance, genai security"
Startup10,,SSPM,Remote (US),0.85,,https://jobs.lever.co/startup10,,"sspm, ai agent security"
Startup276,,SaaS Security,Remote,0.85,,https://jobs.lever.co/startup276,,"cloud application security, saas compliance, genai security, saas security posture"
Startup302,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/startup302,,"saas security posture, cloud governance, autonomous agent security, saas compliance, cloud application security"
Startup11,,SSPM,Remote,0.8,,https://jobs.lever.co/startup11,,"ai compliance, security posture management, sanctioned it, llm security"
Startup187,,SSPM,"London, UK",0.85,,https://jobs.lever.co/startup187,,"llm compliance, saas posture management, cloud app security"
Startup3,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup3,,"ai agent risk, shadow it, saas posture management"
Amazon,,SaaS Security,Hybrid - Bay Area,0.85,,https://jobs.lever.co/amazon,,"llm compliance, llm security, saas security"
Startup398,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup398,,"saas posture management, sanctioned it"
SentinelOne,,SaaS Security,"London, UK",0.9,,https://jobs.lever.co/sentinelone,,"cloud application security, ai agent security, genai security, saas governance, ai security"
Startup384,,SSPM,"Seattle, WA",0.85,,https://jobs.lever.co/startup384,,"cloud compliance, saas posture management, ai policy"
Startup8,,SSPM,Remote (US),0.85,,https://jobs.lever.co/startup8,,"security posture management, ai governance, sanctioned it"
Startup41,,SaaS Compliance,"Boston, MA",0.7,,https://jobs.lever.co/startup41,,"cloud governance, llm compliance"
Startup30,,SaaS Compliance,"Toronto, Canada",0.8,,https://jobs.lever.co/startup30,,"llm compliance, cloud compliance"
Startup300,,AI Agent Security,"Austin, TX",0.85,,https://jobs.lever.co/startup300,,"saas security, autonomous agent security"
Startup99,,AI Agent Security,"Toronto, Canada",0.8,,https://jobs.lever.co/startup99,,"saas governance, llm security, ai security, autonomous agent security, ai agent risk"
Amazon,,SSPM,"Austin, TX",0.85,,https://jobs.lever.co/amazon,,"saas governance, ai security, shadow it, ai governance"
Startup299,,SaaS Security,"Austin, TX",0.9,,https://jobs.lever.co/startup299,,"saas security, saas risk, ai policy, saas compliance, saas security posture"
Startup335,,AI Agent Security,"Boston, MA",0.7,,https://jobs.lever.co/startup335,,"autonomous agent security, sanctioned it, ai governance"
Startup58,,SaaS Security,"Denver, CO",0.85,,https://jobs.lever.co/startup58,,"ai security, saas risk, cloud app security, generative ai compliance"
