company_name,title,location,source,url,posted_date
Anomali,"Graduate Software Engineer (Onsite Redwood City, CA)",Various,Indeed,https://www.indeed.com/rc/clk?jk=476e4a85921edd6e&bb=pkWitizNwC8qMWaDp8YYEtp7QV6-A5AGoQwsh5NXKw4yyk5T4jObJz_2RVTVoHA19dQqO1d3z8TXnKM5QoX5SV_8VcegBWfAl9VazB2RBPzBl0bM6CVzQBPIWTbyWrVrQsjLWwhRrJeVJMeGFQfdCfFl7WteoaVS&xkcb=SoCr67M3qz-DSlANCr0EbzkdCdPP&fccid=41e9eb8f8ed93774&vjs=3,2025-12-03
Zone 5 Technologies,Senior DevOps Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=443e531e49bc9b73&bb=pkWitizNwC8qMWaDp8YYEvQyIEQFWtBmJWknfajPzoZ9uLKAfEn3d7wuC12VpiMxA_5Aw5FIqx62ZXuTxrYstdnQwkMxit-uvGbLJz--2jg0mz9pPS_M5yri3cpGztY2QRvG32gzNOa9C9y5pJaQAHyNJ9gGpEfo&xkcb=SoCM67M3qz-DSlANCr0bbzkdCdPP&fccid=55acfa1074d738ab&vjs=3,2025-12-03
Rule4,Cybersecurity Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=4db6acbf0c92dd4e&bb=pkWitizNwC8qMWaDp8YYEiKzxZ_RTMzonBbKJDCbKq7pK2pC3f-HkzfxHvw7zvxmB2pEvk-EHt-4rXkUK9PNHWf7KVdsOfzCzlqV-il0ZrT2a9fsHe63P4Fo3f4lngoWLKUsUgGah0gpnmpNnTLeQQgkxGjTpOkb&xkcb=SoA467M3qz-DSlANCr0abzkdCdPP&fccid=ce1785434d71833b&vjs=3,2025-12-03
Virtana,Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=22cf62890f64fe78&bb=pkWitizNwC8qMWaDp8YYEh9FUqzT3ECLGIw-N7tQAUt2ZnREgyNi6u8KG3MSMK-yfusgK9kflgRY1OUkBx1_sQce4cc-7e08VngrTYKn739nIxIsSft-gr92p9wTq8Gn9vAtT7JHhm9Zs_zs8oeKdQ%3D%3D&xkcb=SoCl67M3qz-DSlANCr0ZbzkdCdPP&fccid=e0ea88bdbc4148b1&vjs=3,2025-12-03
Integra Connect,Lead Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=26d6d9f2be4267d7&bb=pkWitizNwC8qMWaDp8YYEvhVaCeLOusRluNcSC1WX25rj92P5GyO-9VwtPOjykNSwS3yn-RfT1Wxi4mbilxf8qdG7aSLEH83rjuz1CRyzAnw7zBj07K2xaM6EvKedNE1mJ10UjN0xeJsHZySs1cy_jOPTyyh9qXq&xkcb=SoAR67M3qz-DSlANCr0YbzkdCdPP&fccid=9075136cad066570&cmp=Integra-Connect&ti=Lead+Security+Engineer&vjs=3,2025-12-03
Netflix,"Security Software Engineer (L5), Cloud Infrastructure Security",Various,Indeed,https://www.indeed.com/rc/clk?jk=8baaa2d29215b1a7&bb=PaOdkCDh3A_BxdORFLLXYW6g_xyjP9L6BysocpiSw5KBopVw--EPWwaxz8xw3cBEqbl1msxNEeurPiUlmW3hNROW2MCxTWseXeLs7fnx6nhmaSlLS48aNEzroqlwk0yJUAvJ0Lfv_UXdjMNtYMDJgw%3D%3D&xkcb=SoCy67M3qz-CUqxSwR0LbzkdCdPP&fccid=66403b30a2c0d89c&vjs=3,2025-12-03
TikTok,Cloud Security Specialist - USDS,Various,Indeed,https://www.indeed.com/rc/clk?jk=306c2d0af5e5fbf2&bb=PaOdkCDh3A_BxdORFLLXYSIVL6OTqC5VuyeWDEKuFirUaT4MntXYCbEdp4C_eFgKCTXyUy4hlL3DFvmTaL9uVUPklFDPk4zPQKQyST94Z_5oWE_d7GT-p5sxkBYynczS4yqLrXIx8R_l4vTbhc6NMw%3D%3D&xkcb=SoAG67M3qz-CUqxSwR0KbzkdCdPP&fccid=caed318a9335aac0&vjs=3,2025-12-03
NuHarbor Security,Microsoft Security Architect,Various,Indeed,https://www.indeed.com/rc/clk?jk=3dc0bad1a2203e59&bb=PaOdkCDh3A_BxdORFLLXYfE_dISh_-khdJ2Im9tGa4BNzH-9soQdLAMzMoO6A8Bic4gxTNopPD7f6IMeKmwAB6Kdl89vfkpPfznqmDVMpTTHKsoE1ECnhd_boiCChKh001wcp2qkmSUaXoWIOLq9RQ%3D%3D&xkcb=SoCb67M3qz-CUqxSwR0JbzkdCdPP&fccid=631d8920a7846877&vjs=3,2025-12-03
Happy Returns,Cloud Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=4b4dd1c364b14aa3&bb=PaOdkCDh3A_BxdORFLLXYQ6RsH7yPD6lFjX6Kv4LZUv7HORqN1374LrNiA7m-3Ub6ptOVniWSOecUUzvaazUbrgFrzM7M5Pu5PmMjSPEn6m4thLU56mkuoozemf7qZQiQr9s10lCEFAg6cKKBczdAw%3D%3D&xkcb=SoAv67M3qz-CUqxSwR0IbzkdCdPP&fccid=eae4866fa9ef0a95&vjs=3,2025-12-03
IT EngagementsInc,Healthcare Cybersecurity Architect (NOH1B/ OPT),Various,Indeed,https://www.indeed.com/rc/clk?jk=2678f22bd8711143&bb=PaOdkCDh3A_BxdORFLLXYSF_WOYkgpw0gb_XY0MbzMuk6fCLsu4OFw7kik7QfGPvB_EXFAbQHgq0whZ53KVm_U5h9SToQk8LC2Wmysv7CYnjdeMc4hLEUdVsQAkVuRVpuY2ibHX7w_960YQi_izIEg%3D%3D&xkcb=SoCh67M3qz-CUqxSwR0PbzkdCdPP&fccid=0a97ba15ee10e561&cmp=IT-Engagements&ti=Cybersecurity+Architect&vjs=3,2025-12-03
Wind River,Member of Technical Staff -Cloud Security,Various,Indeed,https://www.indeed.com/rc/clk?jk=836f33320065b046&bb=PaOdkCDh3A_BxdORFLLXYcyh7oibtSGP95DbQKAXU2Cpm-eU7Md5s5-XGdzuf7FCxu7XtubfLgKtbdvvE0FKO6lmU0lQhfIvbSfhEPtSehjrBf0DFBtTbrfRzqH8FxY3s-t0qSohxuzK9v7WVv_44A%3D%3D&xkcb=SoAV67M3qz-CUqxSwR0ObzkdCdPP&fccid=30c6be3855bc8a7c&vjs=3,2025-12-03
Skylight,Head of Security (IT),Various,Indeed,https://www.indeed.com/rc/clk?jk=1380b946c4dcd2ce&bb=PaOdkCDh3A_BxdORFLLXYWo0zoJPdBSAmJ3VF8ftM3M_h6xg01x30zJy86AeB8CV4CUxFmcCt_cSN9ljHLsSJ45_fSBdX-9trtaCg-hO8o2-HnU4LXn0jaL_LPTcI6ZHLg7C_qnqVthYJ79mywt-nw%3D%3D&xkcb=SoCI67M3qz-CUqxSwR0NbzkdCdPP&fccid=166c6a42cdb9d826&vjs=3,2025-12-03
Walker & Dunlop,Senior Cloud and Software Development Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=27c25b3e6961f6d8&bb=PaOdkCDh3A_BxdORFLLXYbt08CbfL5uZJbeol6fWMeKlcFC5X_W3ETE9prf_XQZWTUKsKj1a7fFzn4Q1QorNiVOOQYxPVaXTPPtwaneuvxkHyk2OryWM2bWNBk_ZypUVI0CgvGamzw-fNd0ZlZE50w%3D%3D&xkcb=SoA867M3qz-CUqxSwR0MbzkdCdPP&fccid=dc1a8c4888022257&vjs=3,2025-12-03
Stratascale,Security Consultant - Engineering,Various,Indeed,https://www.indeed.com/rc/clk?jk=b9899e332f59f9be&bb=PaOdkCDh3A_BxdORFLLXYT6-LSgLQalkAWZdhiKQwNaqr526SKHx_JatiNY3qDHcJ8p23koE5sV3wZHhiU8Wu3yZQsiwQhgx8dg4nnZfXNDoni4j_ZqlHW78gdVH_zyEtCWbAj94g5fdn2NeoqkZXA%3D%3D&xkcb=SoDV67M3qz-CUqxSwR0DbzkdCdPP&fccid=e27c2c6b0757def8&vjs=3,2025-12-03
Invoke,Cloud Solution Architect - Microsoft Endpoint Management,Various,Indeed,https://www.indeed.com/rc/clk?jk=31f62c7fa5751ccf&bb=PaOdkCDh3A_BxdORFLLXYb809YVMsdVxWHVfCxzwtpOPeXcZ-WvkJpHkhjstL7j6QSAKgZ5q2lSBdKKCHQbWiejgFafHlqNPjI5pdrbfHSEOX8pR7R8FsjkpWzv355R3-UdjYp1rRJYppDSQmbd_Zg%3D%3D&xkcb=SoBh67M3qz-CUqxSwR0CbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,2025-12-03
Alloy,Senior Cloud Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=60ebc9abe2dfcca8&bb=PaOdkCDh3A_BxdORFLLXYb5294O4J_fFsw5rWgaqxHBeGeCkiFz9suwfg9tdPGoxyybZicdI76xNUvSXhywF5P1RMGdUvY0-OF3aj7jmjSU2Q0Ue9o3IV7BVfsT1tPi6c5a8fIFIke1plvu1uiGTVA%3D%3D&xkcb=SoDG67M3qz-CUqxSwR0HbzkdCdPP&fccid=17deafb845ac1078&vjs=3,2025-12-03
Madcap Software,Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=73de8c51bd31e468&bb=PaOdkCDh3A_BxdORFLLXYb-yTqeXqkeRDRzXrD7Nif8p_u9qrFpKiV_KUzcR-XSlTXo9VAKH5f4VMegF_dGvjYygf6JzoYU_EkOqkuUAF7tvifRvhfiLstcAcbOHrQvip1hDBaNUJ_IHJujyMjlY9g%3D%3D&xkcb=SoBy67M3qz-CUqxSwR0GbzkdCdPP&fccid=4857a4bb64aacc70&vjs=3,2025-12-03
Morgan Stanley,Cloud Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=cbe96d2e2a8b7674&bb=PaOdkCDh3A_BxdORFLLXYdHO8dnLsRpeZUJpL-AjY-pAzlUSimrBHV7LctnBTynBQKC09vuifRaXZY9AwuPBj0z3v5ORFg_H5Lj-CEe7D0ansgFJfjtllvMMJQHJh-F6TcOnesFW0X0qGH8FfkrHQw%3D%3D&xkcb=SoDv67M3qz-CUqxSwR0FbzkdCdPP&fccid=0c39fb2c91742dcf&vjs=3,2025-12-03
Apexon,Application Security Tester,Various,Indeed,https://www.indeed.com/rc/clk?jk=96b78b607de00c12&bb=HKXqCjfw0eM-uYJtWoCA4EOQCSAbLzav6-k7rgd_6smUFZRhdv32y-snJtJdOqBYvn7WzavKfPNbBGTCrbqzEmTecNSVarLGIeSgajLcWu-ZGedOZrwEqquy8xYYEpt0s9F5JVVR6AUp5mrCsblPFBPYCGX2IEo1&xkcb=SoDf67M3qz-BQXwUrB0LbzkdCdPP&fccid=784ed0ea1f56bb8a&cmp=Apexon&ti=Application+Security+Engineer&vjs=3,2025-12-03
Accurate Background,Application Security Lead,Various,Indeed,https://www.indeed.com/rc/clk?jk=d3e93fc248be7a8f&bb=HKXqCjfw0eM-uYJtWoCA4OABqYa5KBytKUW91yEqb8UmJ3omKHztDcBEx5SLWpkc-oigVQ-TqjQulCQ3bcU3GYWTyEwknpUcO0ZkTeep_AGio1wioewrRv9MyhTTvI_q2PtUkFrIaRBucP4g15q8-J_TIecmm4l0&xkcb=SoBr67M3qz-BQXwUrB0KbzkdCdPP&fccid=02d66caeebd0337f&vjs=3,2025-12-03
Applied Intuition,Application Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=879cf432a12907b1&bb=HKXqCjfw0eM-uYJtWoCA4PSKjKM8oNZVF_BgQI-qKpnxOi0Mp4tfiGC0PcVMvap8GtikxY1Fe0MaBySXojwTQdtJ0nwWWli9FvcTRJbtef4ENeekukmZVKhxdsUWyE1RxX0RusvxC4CwFTNwfr9nSherZh-0m6Ft&xkcb=SoD267M3qz-BQXwUrB0JbzkdCdPP&fccid=00f9ae225292fb3a&vjs=3,2025-12-03
OpenAI,"Security Engineer, Application Security",Various,Indeed,https://www.indeed.com/rc/clk?jk=841e77f221578ca4&bb=HKXqCjfw0eM-uYJtWoCA4CwNQcwlMvN-kXiL0Cia5gtr-mOWRIw1zV9SMthl9zFVMfbAo8bC1bFxMGIss0WaxUdAjNHtuMlis1pKhg34V1StvjVKmY9sKRV9nWJ9j9BCmd9TSei5hzbwle4aoStyLGrT-hmBeZ2Z&xkcb=SoDM67M3qz-BQXwUrB0PbzkdCdPP&fccid=c037aeb6086309d9&vjs=3,2025-12-03
Independent Security Evaluators,Current Opening: Senior Application Security Pentester REMOTE,Various,Indeed,https://www.indeed.com/rc/clk?jk=d59a88734030fe1e&bb=HKXqCjfw0eM-uYJtWoCA4DoJXA8gLUwJ6WDrSO_W9VAL2hHdZ9STWgrA4oRLFtJoTMReBwDG71fu7_xj1hGDhyUX6a0rYSX1GyG2gkYoxU5qzPfg5UTIeHYa6DKxVa3EOWnyDmeqGo0n6n0w7a9gn17FWJoBTN_X&xkcb=SoB467M3qz-BQXwUrB0ObzkdCdPP&fccid=10c4944d70675c1c&vjs=3,2025-12-03
ZIRLEN TECHNOLOGIES INCORPORATED,Cybersecurity Application Penetration Tester - Government,Various,Indeed,https://www.indeed.com/rc/clk?jk=cc86c9259461abae&bb=HKXqCjfw0eM-uYJtWoCA4BQYVhm_p_DILbOZzyATYn9fhYJmoKiJ1HpPpq7P-stdZQhlbmlUe12PjgIHr7Cs7lzzC2pG4KN6ibtpV-tYK9WVmiZIHffY_wfP2tZdmGxdOWxeC6U58kl6kL3z-mvnhN3o_u8DxVOW&xkcb=SoDl67M3qz-BQXwUrB0NbzkdCdPP&fccid=f2a48d2adffa30d4&vjs=3,2025-12-03
Quanata,Senior Application Security Engineer [Remote-US],Various,Indeed,https://www.indeed.com/rc/clk?jk=17df765a1e3b339b&bb=HKXqCjfw0eM-uYJtWoCA4KjpbEZU-MHL2hGuhQHLRLcQbja0_EbosQ2P4f5dCZye2VtbyBYcyPXnUPv91RX6f1dAgOEO1Bfm7E742aZdhfRlUZCYRTDuevepg4YhpcsVLBKxwhZsKn5IioKC1442XFxYI0io4Pvz&xkcb=SoBR67M3qz-BQXwUrB0MbzkdCdPP&fccid=b809d865efbf622a&vjs=3,2025-12-03
Dental Intelligence,Senior Security Specialist,Various,Indeed,https://www.indeed.com/rc/clk?jk=4c227b70ecfed1af&bb=HKXqCjfw0eM-uYJtWoCA4J-peQzSLiIlcE6iHOQPziZ4btwrHaTQJMp9YTF8c6Y2lmS-3Ov5XMdWzki4c3MOZjDgLZs1Pi1IbqbTVJ1Z1Xt3-fokE3CEBFtTdA1hmysEyd6zFOnvedBJiAAtXhdJwqXVs-zIf5rf&xkcb=SoC467M3qz-BQXwUrB0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,2025-12-03
Nerdio,Application Security Architect,Various,Indeed,https://www.indeed.com/rc/clk?jk=a3f56cfbb8f454c2&bb=HKXqCjfw0eM-uYJtWoCA4CpAVlY28hIyxVM0obT1X84DJiXQAw8iM1bbw1fwXYX422GgtE-cTGbu-wZWUo0vsK2iFx2m8gS84VVKdC7Vc5i3L_W1YM-Kht7TERM35SUDnQWu2MMCp90tKwt6qCcItk0Tl4OA59XW&xkcb=SoAM67M3qz-BQXwUrB0CbzkdCdPP&fccid=d5fe556bcb59932b&vjs=3,2025-12-03
CXM Direct,Web Application Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=6bb5a85600f3b6ac&bb=HKXqCjfw0eM-uYJtWoCA4CiKKP5sirD2u4sBuOOcuIvbNK9Sp1lRR8oqroYoFaGvBA6WoCVzYx-ITEbTonqxXlbRxG0kothhQxMoHR3IQqRzJvv4ZsHwdVIhumawDALo7D3AYkqjWhcX0ECc_WnaHcY25wRJMEx3&xkcb=SoCR67M3qz-BQXwUrB0BbzkdCdPP&fccid=13d9c34b2e6e8344&vjs=3,2025-12-03
NowSecure,Senior Application Security Analyst (Pentester),Various,Indeed,https://www.indeed.com/rc/clk?jk=c65b7dbfad4ee8c3&bb=HKXqCjfw0eM-uYJtWoCA4C787BPIPS4-5FuaTcAixlgMBbUdDveNxfLnv6IiKZHodkaAtWa5O29AImjNvMbB0ZEz8mpQkVhmP6gHNjppB-_Fg9P9rW_LHxpEFcwQDi2S48zfpwMkrTX4kJKmYOGlKWxkg2MHPnSI&xkcb=SoAl67M3qz-BQXwUrB0AbzkdCdPP&fccid=9361b9119ed92451&vjs=3,2025-12-03
Shopify,Security Engineer - Trust Assurance,Various,Indeed,https://www.indeed.com/rc/clk?jk=97f5bcf45f02dcc6&bb=HKXqCjfw0eM-uYJtWoCA4L82gB7imzNEuPsvJUdd011_uq_Ov_JWjO4HAj5fEU7UzQt5gHcAFOjTx55ucHMf1Lu97mpj1qQSogZSw571MTLx2IXrsb9AWz8exSp7WwH2ZAh4JP9RLj6tm-dzWEiaoa65DOKEJQwT&xkcb=SoAf67M3qz-BQXwUrB0GbzkdCdPP&fccid=d5a5824be27ba831&vjs=3,2025-12-03
SecurityPal,Information Security Auditor,Various,Indeed,https://www.indeed.com/rc/clk?jk=7256907cdf2d695a&bb=ZjpSbLetMRjGUc7o7fPUuhncTxVoVxnKS5UOO4iRnjHtwszJNny_ple6Tug92GxB4taegElFb3QAJ7uYNd9Wi1wfk2H9zy03eKMgHmsKw78u3Tl_pgY77H2Lnpy5zYIk6Omu33kHDiQQeszwu8irdGjAjc2ZAvhV&xkcb=SoDk67M3qz-AcbR-iZ0LbzkdCdPP&fccid=3758669f027c9ec7&vjs=3,2025-12-03
Fortinet,SOC Analyst,Various,Indeed,https://www.indeed.com/rc/clk?jk=f958c7e36366878c&bb=ZjpSbLetMRjGUc7o7fPUurNfVfpXzTkesydwXbidmnKWsRmbZvCngtlvkXWQ6IGn5NCnrCji1wsPoeWbH3zSA8pEWI8sQCKgwNpz3RYuKstFXpdMvhV3RauG78VD6AapAgnIP4d5LsGBGBfvyhkN3dmNVxDEVgUz&xkcb=SoBQ67M3qz-AcbR-iZ0KbzkdCdPP&fccid=28d99c55a9ebe7b6&vjs=3,2025-12-03
DoorDash USA,"Threat Intelligence Analyst, Threat Defense",Various,Indeed,https://www.indeed.com/rc/clk?jk=1502ae229b64c75d&bb=ZjpSbLetMRjGUc7o7fPUuuTzSo_QHB00C8OdIKIuUc8lwXpca72rlzqn4QkD32UDr55YIrkjaHHz7GaLG2ijyuo0kHs4QhUh-h1Sx4SjtvJzyp_ZvUuypOP2wtsZUed5dv5XrWBYCZFhSf-i0bMPtjXbxVfjk_BT&xkcb=SoDN67M3qz-AcbR-iZ0JbzkdCdPP&fccid=efd005a3cb57805b&vjs=3,2025-12-03
Teledyne Technologies,Information Security Analyst,Various,Indeed,https://www.indeed.com/rc/clk?jk=2ef2d82736cd4f38&bb=ZjpSbLetMRjGUc7o7fPUuqL2GNZCHTUEQKeJIBbXsKRrGU2byEd3YILrj1rcvVUoXnBphOuBQVYpt2BbblHCM4xyB6TvwTR2VbMj34QgKOlwcpq00xCqIz7ebixrI6OUJOcYau6aHCECagXHkPXT4AV6kHDitYk4&xkcb=SoB567M3qz-AcbR-iZ0IbzkdCdPP&fccid=90e7822c66e54740&vjs=3,2025-12-03
KPMG,"Associate, OT Cybersecurity",Various,Indeed,https://www.indeed.com/rc/clk?jk=69535d1d78fce896&bb=ZjpSbLetMRjGUc7o7fPUusXQFeTYJE7ph0kYTAMsbvAjb8rJ9qHdu-iw3PVVrHqPd0sjU5oKxF3QcxN6TOfN9BgTd0IBf8lUqNnyNLFWLOmc4DVZ8dfScVmtL1CWIeovtH5YMD57FRpoV5R_xM9pmuQRWk-WulQ1&xkcb=SoD367M3qz-AcbR-iZ0PbzkdCdPP&fccid=2dd390c3a48a7ed0&vjs=3,2025-12-03
