company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Startup400,,SSPM,"London, UK",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ai-security-engineer,,"ai agent risk, ai compliance, sanctioned it, saas posture management"
Startup213,,SSPM,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=incident-response-engineer,,"ai compliance, sspm, ai governance"
Startup181,,SSPM,Hybrid - Bay Area,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=machine-learning-security-engineer,,"saas security, saas governance, cloud governance, saas security posture"
Startup309,,SaaS Compliance,Remote (US),0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-software-engineer,,"saas governance, saas audit, genai security, saas compliance, ai governance"
Startup219,,SaaS Security,"London, UK",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-operations-engineer,,"saas security, saas governance"
Rapid7,,AI Agent Security,"Austin, TX",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ciso,,"sanctioned it, genai security, ai security"
Startup26,,SSPM,"Austin, TX",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=compliance-engineer,,"cloud app security, autonomous agent security, saas posture management, llm security, security posture management"
Startup370,,SaaS Security,Remote,0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-engineer,,"cloud app security, autonomous agent security, cloud application security, shadow it, saas audit"
Startup131,,AI Agent Security,"Seattle, WA",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=staff-security-engineer,,"llm security, cloud compliance, sanctioned it, autonomous agent security, ai governance"
BAE Systems,,SaaS Security,Remote,0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=grc-analyst,,"autonomous agent security, llm security, saas governance, cloud app security, llm compliance"
Startup348,,SaaS Security,"Seattle, WA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-analyst,,"ai policy, saas security, cloud app security, saas audit"
Startup127,,SSPM,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=grc-analyst,,"saas risk, shadow it"
Startup125,,SSPM,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ai-agent-security-engineer,,"cloud application security, shadow it, saas governance, cloud app security"
Walmart,,SSPM,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=risk-manager,,"cloud compliance, cloud application security, cloud governance"
Startup235,,SaaS Security,"Seattle, WA",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=vp-of-security,,"saas compliance, llm compliance, saas security, saas risk, cloud app security"
Startup258,,SaaS Compliance,Hybrid - Bay Area,0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=director-of-security,,"generative ai compliance, saas compliance"
Startup378,,SaaS Security,Remote,0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=incident-response-engineer,,"cloud app security, autonomous agent security, ai governance, ai agent risk, saas compliance"
EY,,SaaS Security,"Seattle, WA",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-analyst,,"saas security, saas risk, ai governance, generative ai compliance"
Startup303,,SaaS Security,"Denver, CO",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-engineer,,"saas security, cloud application security, ai policy, llm compliance, generative ai compliance"
Startup138,,SaaS Compliance,Hybrid - Bay Area,0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=incident-response-engineer,,"shadow it, cloud compliance, generative ai compliance"
Startup132,,SaaS Compliance,"New York, NY",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-auditor,,"ai compliance, saas audit, autonomous agent security, saas compliance, saas risk"
CloudKnox,,SSPM,"Toronto, Canada",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=appsec-engineer,,"sspm, saas security, security posture management"
Zscaler,,SaaS Security,Remote,0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-posture-analyst,,"ai security, saas audit"
Startup222,,SaaS Security,Remote,0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=staff-security-engineer,,"cloud governance, genai security, cloud compliance, ai agent security"
Startup312,,SSPM,Remote,0.75,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-compliance-manager,,"ai security, sanctioned it, security posture management"
Best Buy,,SSPM,Remote,0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=llm-security-specialist,,"ai governance, shadow it, sanctioned it"
Best Buy,,SaaS Compliance,"New York, NY",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-engineer,,"shadow it, ai compliance"
Startup268,,SaaS Security,"Seattle, WA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-architect,,"ai governance, generative ai compliance, saas security posture"
Startup27,,SaaS Security,"San Francisco, CA",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=llm-security-specialist,,"ai security, saas risk"
Startup124,,SaaS Security,"London, UK",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=lead-security-engineer,,"cloud governance, ai agent security"
Google,,SSPM,Hybrid - Bay Area,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=incident-response-engineer,,"autonomous agent security, sspm"
Startup106,,SaaS Compliance,"San Francisco, CA",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=application-security-engineer,,"saas risk, ai compliance, ai policy"
Startup399,,SaaS Security,"New York, NY",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=lead-security-engineer,,"sanctioned it, ai compliance, cloud application security"
Startup225,,SSPM,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-analyst,,"saas security, cloud app security, shadow it, security posture management"
BP,,SSPM,"Denver, CO",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=application-security-engineer,,"cloud app security, saas audit, shadow it, saas risk, cloud governance"
Startup359,,AI Agent Security,"Toronto, Canada",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=llm-security-specialist,,"ai agent security, llm compliance"
Startup250,,SaaS Security,"New York, NY",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=application-security-engineer,,"ai security, saas security posture, saas posture management, cloud governance, genai security"
Intel,,SSPM,"Denver, CO",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-posture-manager,,"security posture management, saas risk, saas audit, llm security"
Startup265,,AI Compliance,Hybrid - Bay Area,0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=sspm-product-manager,,"llm compliance, ai compliance"
Startup253,,SSPM,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-architect,,"ai compliance, saas risk, ai security, saas posture management"
Startup326,,SaaS Security,"Seattle, WA",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=director-of-security,,"ai security, ai compliance, genai security, cloud app security, cloud application security"
Startup270,,SaaS Security,"Toronto, Canada",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-team-lead,,"ai policy, cloud application security, cloud governance, genai security"
Fortinet,,SSPM,"Denver, CO",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=grc-analyst,,"saas governance, shadow it, llm security, saas audit, autonomous agent security"
Startup19,,AI Agent Security,Remote,0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=director-of-security,,"ai governance, ai agent risk, ai agent security, saas risk"
Startup256,,SSPM,Remote (US),0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=principal-security-engineer,,"saas posture management, saas compliance, saas audit, sanctioned it"
Startup37,,SaaS Security,"Denver, CO",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=threat-detection-engineer,,"ai agent security, cloud app security"
Startup55,,SaaS Security,"London, UK",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-analyst,,"cloud app security, saas governance, ai agent security, saas compliance"
Startup313,,SSPM,Hybrid - Bay Area,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=senior-security-engineer,,"saas posture management, cloud compliance, ai policy"
Startup373,,SaaS Security,"New York, NY",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=vp-of-security,,"ai policy, ai agent risk, cloud application security"
Startup276,,AI Agent Security,"Austin, TX",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=incident-response-engineer,,"ai security, autonomous agent security"
Startup266,,SaaS Security,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ai-security-engineer,,"saas risk, ai security, saas compliance"
Startup200,,SaaS Compliance,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=lead-security-engineer,,"cloud compliance, sanctioned it, saas compliance, saas audit, ai compliance"
Startup353,,SaaS Security,"London, UK",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-engineer,,"shadow it, ai compliance, cloud application security, saas risk, llm compliance"
Startup195,,SSPM,"London, UK",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=incident-response-engineer,,"saas security, saas posture management, sanctioned it"
Startup22,,SSPM,"Denver, CO",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-compliance-manager,,"ai governance, sspm, ai compliance"
Startup287,,SSPM,"Toronto, Canada",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-compliance-manager,,"cloud app security, ai agent risk, security posture management"
Startup202,,AI Agent Security,"Denver, CO",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=sspm-product-manager,,"genai security, ai policy, autonomous agent security, shadow it"
Startup352,,SSPM,Hybrid - Bay Area,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=vp-of-security,,"saas security posture, saas risk, cloud app security, cloud governance, sspm"
Startup341,,AI Compliance,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=sspm-product-manager,,"ai policy, cloud app security, ai compliance, genai security"
Startup214,,SSPM,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=appsec-engineer,,"ai policy, saas audit, ai agent risk"
Startup236,,SaaS Security,Hybrid - Bay Area,0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-compliance-manager,,"genai security, sspm, ai policy, cloud compliance, saas audit"
Startup398,,SaaS Security,"Denver, CO",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=lead-security-engineer,,"ai governance, cloud application security"
PwC,,SaaS Security,"Seattle, WA",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=sspm-engineer,,"llm security, cloud governance"
Startup250,,SSPM,"London, UK",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ciso,,"cloud compliance, ai governance, security posture management"
Startup317,,SaaS Compliance,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=soc-analyst,,"ai governance, saas compliance, ai agent security"
JPMorgan,,SSPM,"Denver, CO",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-analyst,,"saas security posture, cloud compliance, ai security, security posture management"
Intel,,SaaS Compliance,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=senior-security-engineer,,"saas compliance, saas audit, llm compliance, autonomous agent security"
Startup161,,AI Agent Security,"Austin, TX",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-engineer,,"autonomous agent security, genai security, sanctioned it"
Snyk,,SSPM,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=appsec-engineer,,"security posture management, llm compliance, saas risk"
SentinelOne,,SSPM,"Denver, CO",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-auditor,,"cloud governance, security posture management, ai compliance"
Sprint,,AI Compliance,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=compliance-engineer,,"llm compliance, ai compliance, genai security, cloud application security"
Startup237,,SSPM,"London, UK",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=threat-detection-engineer,,"saas governance, security posture management, ai security, ai agent risk"
Startup339,,SSPM,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=compliance-engineer,,"ai security, security posture management, saas posture management, ai agent risk"
Startup318,,SaaS Compliance,"Denver, CO",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=senior-security-engineer,,"cloud governance, generative ai compliance"
Startup360,,AI Agent Security,"Seattle, WA",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=compliance-engineer,,"ai agent security, llm security, ai security, sanctioned it"
Startup55,,SaaS Compliance,"San Francisco, CA",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-engineer,,"ai compliance, cloud compliance"
Startup153,,SaaS Security,"London, UK",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=application-security-engineer,,"genai security, ai agent security, saas security, llm security"
Startup136,,SSPM,"New York, NY",0.85,,https://jobs.lever.co/startup136,,"saas security posture, ai compliance, saas governance"
Startup385,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup385,,"saas security posture, llm security, cloud app security, saas posture management"
Accenture,,SSPM,"London, UK",0.85,,https://jobs.lever.co/accenture,,"sspm, llm compliance"
Startup63,,SaaS Security,Remote (US),0.85,,https://jobs.lever.co/startup63,,"ai policy, saas security, saas audit"
Sysdig,,SSPM,Remote (US),0.85,,https://jobs.lever.co/sysdig,,"cloud compliance, autonomous agent security, llm compliance"
Workday,,AI Compliance,"Denver, CO",0.9,,https://jobs.lever.co/workday,,"ai governance, llm security, ai compliance, saas audit"
VMware,,SSPM,"Denver, CO",0.9,,https://jobs.lever.co/vmware,,"sspm, cloud compliance, security posture management, saas posture management"
Startup178,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/startup178,,"cloud governance, saas posture management, sspm, shadow it"
Startup79,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup79,,"security posture management, ai agent risk"
Startup107,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/startup107,,"saas audit, sspm, autonomous agent security, ai policy"
Sysdig,,AI Compliance,Remote (US),0.8,,https://jobs.lever.co/sysdig,,"llm compliance, genai security"
Walmart,,SaaS Security,Remote,0.85,,https://jobs.lever.co/walmart,,"saas security, saas governance, cloud compliance, ai policy"
Adobe,,AI Compliance,Remote,0.85,,https://jobs.lever.co/adobe,,"cloud application security, generative ai compliance, ai policy"
Startup2,,AI Compliance,"New York, NY",0.7,,https://jobs.lever.co/startup2,,"llm compliance, ai security"
Startup41,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup41,,"cloud app security, cloud governance, saas audit, saas risk"
Startup155,,SaaS Compliance,Remote,0.85,,https://jobs.lever.co/startup155,,"saas compliance, saas governance, ai policy, ai agent security"
Startup318,,SSPM,Remote,0.85,,https://jobs.lever.co/startup318,,"security posture management, generative ai compliance"
Startup227,,SaaS Security,Hybrid - Bay Area,0.7,,https://jobs.lever.co/startup227,,"sanctioned it, cloud app security, ai agent risk"
Startup383,,AI Agent Security,Hybrid - Bay Area,0.8,,https://jobs.lever.co/startup383,,"ai agent security, llm security"
Symantec,,AI Agent Security,"San Francisco, CA",0.7,,https://jobs.lever.co/symantec,,"ai governance, ai agent security, ai security"
Startup365,,SSPM,Remote (US),0.85,,https://jobs.lever.co/startup365,,"ai governance, cloud app security, saas governance, saas audit"
Startup228,,SaaS Compliance,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup228,,"ai agent risk, sanctioned it, ai security, saas compliance, llm compliance"
Startup59,,AI Compliance,"San Francisco, CA",0.8,,https://jobs.lever.co/startup59,,"ai agent risk, cloud compliance, generative ai compliance"
Startup161,,SaaS Security,"London, UK",0.85,,https://jobs.lever.co/startup161,,"llm security, cloud governance, saas risk, llm compliance, ai agent risk"
Startup108,,SaaS Compliance,Hybrid - Bay Area,0.9,,https://jobs.lever.co/startup108,,"saas compliance, sspm, saas audit, saas governance"
Startup114,,SSPM,"Boston, MA",0.9,,https://jobs.lever.co/startup114,,"ai security, cloud application security, saas posture management, cloud governance"
Startup80,,SSPM,Remote (US),0.85,,https://jobs.lever.co/startup80,,"sspm, cloud compliance, sanctioned it"
Startup316,,SSPM,"Austin, TX",0.85,,https://jobs.lever.co/startup316,,"generative ai compliance, ai policy, saas posture management, saas audit, cloud governance"
Startup370,,SaaS Security,"Denver, CO",0.85,,https://jobs.lever.co/startup370,,"ai agent risk, saas audit, saas security, cloud app security"
Startup39,,SSPM,"New York, NY",0.85,,https://jobs.lever.co/startup39,,"saas security posture, sspm, saas risk"
Startup170,,SaaS Security,"Seattle, WA",0.85,,https://jobs.lever.co/startup170,,"saas security, cloud application security"
Startup270,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup270,,"sspm, shadow it"
Startup111,,SaaS Security,Hybrid - Bay Area,0.9,,https://jobs.lever.co/startup111,,"security posture management, generative ai compliance, saas governance, saas security"
Startup221,,SSPM,"Boston, MA",0.85,,https://jobs.lever.co/startup221,,"saas audit, sspm, ai agent risk"
Startup227,,SSPM,"New York, NY",0.85,,https://jobs.lever.co/startup227,,"ai governance, sspm, llm security, ai policy"
Startup101,,SaaS Compliance,"New York, NY",0.85,,https://jobs.lever.co/startup101,,"saas compliance, cloud governance"
Citi,,SaaS Security,"San Francisco, CA",0.85,,https://jobs.lever.co/citi,,"cloud app security, saas security, genai security"
Startup158,,SaaS Security,"Austin, TX",0.85,,https://jobs.lever.co/startup158,,"cloud application security, saas security, ai security"
CloudKnox,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/cloudknox,,"cloud application security, shadow it, cloud governance"
Startup303,,SaaS Security,"Seattle, WA",0.8,,https://jobs.lever.co/startup303,,"ai agent risk, saas audit"
Startup47,,SSPM,"Austin, TX",0.85,,https://jobs.lever.co/startup47,,"saas posture management, saas governance"
Startup188,,SaaS Security,"San Francisco, CA",0.9,,https://jobs.lever.co/startup188,,"saas security, ai agent risk, ai policy, saas audit, ai security"
UnitedHealth,,SSPM,"New York, NY",0.85,,https://jobs.lever.co/unitedhealth,,"ai security, sspm, ai agent risk, ai compliance, shadow it"
Startup129,,SSPM,"Boston, MA",0.9,,https://jobs.lever.co/startup129,,"security posture management, saas governance, cloud compliance, sspm, saas risk"
Startup177,,AI Agent Security,"New York, NY",0.7,,https://jobs.lever.co/startup177,,"llm security, ai security"
Startup48,,SSPM,"Seattle, WA",0.85,,https://jobs.lever.co/startup48,,"ai agent security, saas security, sspm, llm security, ai governance"
Startup153,,SSPM,"Boston, MA",0.85,,https://jobs.lever.co/startup153,,"saas risk, security posture management, ai agent risk, ai compliance"
Cloudflare,,SaaS Security,"London, UK",0.8,,https://jobs.lever.co/cloudflare,,"ai policy, saas risk"
Workday,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/workday,,"saas compliance, generative ai compliance, sspm"
Startup386,,SaaS Compliance,"Denver, CO",0.85,,https://jobs.lever.co/startup386,,"cloud compliance, saas compliance, ai agent risk"
Proofpoint,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/proofpoint,,"saas security posture, cloud governance, sanctioned it, saas risk"
Startup124,,SaaS Security,"Denver, CO",0.9,,https://jobs.lever.co/startup124,,"saas security, saas posture management, genai security, ai agent risk, cloud application security"
Startup305,,SaaS Security,"London, UK",0.7,,https://jobs.lever.co/startup305,,"ai agent risk, cloud governance"
Startup146,,AI Compliance,Hybrid - Bay Area,0.9,,https://jobs.lever.co/startup146,,"ai governance, generative ai compliance, llm security, sspm, saas compliance"
Startup226,,SaaS Security,"Boston, MA",0.85,,https://jobs.lever.co/startup226,,"ai agent security, saas security posture, cloud application security"
Startup293,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup293,,"ai agent security, cloud governance, saas audit, saas risk"
Sysdig,,SSPM,Remote,0.85,,https://jobs.lever.co/sysdig,,"shadow it, sanctioned it"
Raytheon,,SSPM,Remote (US),0.85,,https://jobs.lever.co/raytheon,,"saas audit, autonomous agent security, cloud compliance, saas posture management"
Startup351,,AI Agent Security,"Seattle, WA",0.85,,https://jobs.lever.co/startup351,,"cloud app security, ai agent risk, ai agent security, sanctioned it"
Startup125,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/startup125,,"sspm, cloud compliance, saas risk"
Startup114,,SSPM,"Boston, MA",0.85,,https://jobs.lever.co/startup114,,"llm security, sspm, security posture management, saas governance"
Startup5,,AI Compliance,"Boston, MA",0.7,,https://jobs.lever.co/startup5,,"ai security, ai compliance"
Startup287,,SaaS Security,"San Francisco, CA",0.7,,https://jobs.lever.co/startup287,,"ai policy, shadow it"
Startup117,,SaaS Compliance,Remote,0.85,,https://jobs.lever.co/startup117,,"llm compliance, cloud governance, ai governance, saas governance"
Startup374,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/startup374,,"llm security, ai agent security, saas posture management"
PayPal,,SaaS Compliance,"Toronto, Canada",0.8,,https://jobs.lever.co/paypal,,"cloud compliance, ai compliance, sanctioned it"
Startup90,,SaaS Compliance,"New York, NY",0.85,,https://jobs.lever.co/startup90,,"saas compliance, shadow it"
Startup300,,SaaS Security,"London, UK",0.85,,https://jobs.lever.co/startup300,,"saas audit, ai security, ai governance, cloud governance, cloud application security"
Qualys,,SaaS Compliance,"San Francisco, CA",0.85,,https://jobs.lever.co/qualys,,"sanctioned it, generative ai compliance, saas risk, saas audit"
Startup352,,SSPM,"Seattle, WA",0.85,,https://jobs.lever.co/startup352,,"ai policy, genai security, security posture management"
Startup266,,SaaS Security,"Boston, MA",0.8,,https://jobs.lever.co/startup266,,"cloud governance, llm security, saas governance, autonomous agent security"
Startup115,,SaaS Security,Remote,0.9,,https://jobs.lever.co/startup115,,"autonomous agent security, cloud governance, saas compliance, ai governance, llm compliance"
Startup132,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup132,,"saas risk, saas security posture, sspm"
Startup398,,SSPM,"Austin, TX",0.85,,https://jobs.lever.co/startup398,,"sanctioned it, sspm"
Rapid7,,SSPM,Remote (US),0.85,,https://jobs.lever.co/rapid7,,"sspm, sanctioned it"
Startup353,,AI Compliance,Hybrid - Bay Area,0.7,,https://jobs.lever.co/startup353,,"llm compliance, ai policy"
Startup13,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/startup13,,"security posture management, saas security posture, llm security"
Startup8,,SaaS Security,"San Francisco, CA",0.85,,https://jobs.lever.co/startup8,,"cloud app security, shadow it, llm compliance, ai agent risk, autonomous agent security"
Startup369,,SaaS Compliance,"Toronto, Canada",0.85,,https://jobs.lever.co/startup369,,"saas security posture, generative ai compliance, llm compliance"
Startup295,,SSPM,"Boston, MA",0.85,,https://jobs.lever.co/startup295,,"genai security, ai policy, saas audit, security posture management"
Startup185,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/startup185,,"cloud application security, saas posture management, sanctioned it"
Startup117,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup117,,"saas risk, ai agent security, cloud app security, cloud application security, sspm"
Goldman Sachs,,SSPM,Remote,0.85,,https://jobs.lever.co/goldman-sachs,,"generative ai compliance, cloud compliance, saas posture management, security posture management"
Startup236,,SSPM,"London, UK",0.85,,https://jobs.lever.co/startup236,,"cloud app security, saas security posture, cloud compliance"
Startup340,,SSPM,"London, UK",0.85,,https://jobs.lever.co/startup340,,"security posture management, autonomous agent security, saas risk, saas audit"
Startup115,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/startup115,,"sanctioned it, saas posture management, saas audit, saas governance"
Startup287,,SSPM,Remote,0.85,,https://jobs.lever.co/startup287,,"cloud app security, saas compliance, sspm"
Startup216,,SSPM,Remote,0.85,,https://jobs.lever.co/startup216,,"cloud compliance, saas risk, cloud app security, ai compliance"
