company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Startup370,,SSPM,Remote (US),0.85,,,,"saas risk, saas security, sanctioned it, ai policy, llm security"
Startup228,,SSPM,"Boston, MA",0.85,,,,"sanctioned it, saas posture management"
Zoom,,SSPM,"Toronto, Canada",0.85,,,,"cloud application security, security posture management, saas compliance, llm security, genai security"
Startup248,,SaaS Compliance,Hybrid - Bay Area,0.85,,,,"cloud compliance, ai compliance, saas risk, ai agent risk"
Startup108,,SaaS Compliance,"Toronto, Canada",0.85,,,,"saas audit, saas compliance, shadow it, ai agent security"
Startup68,,AI Compliance,"Austin, TX",0.8,,,,"autonomous agent security, llm compliance, cloud compliance, ai policy"
Startup107,,SaaS Security,"Austin, TX",0.7,,,,"saas risk, ai policy"
Startup29,,SSPM,"Seattle, WA",0.85,,,,"saas posture management, ai security, ai agent risk"
Cloudflare,,SSPM,"San Francisco, CA",0.85,,,,"sspm, cloud governance, cloud compliance"
Startup236,,SSPM,"Boston, MA",0.85,,,,"saas compliance, security posture management, sanctioned it, ai compliance, ai agent risk"
Startup373,,SaaS Security,"Boston, MA",0.85,,,,"autonomous agent security, sanctioned it, saas audit, cloud application security"
ServiceNow,,SaaS Security,"Denver, CO",0.85,,,,"ai policy, ai agent security, saas audit, cloud governance, sanctioned it"
Startup224,,AI Compliance,Hybrid - Bay Area,0.7,,,,"genai security, ai compliance"
Comcast,,SSPM,"Denver, CO",0.9,,,,"security posture management, sspm, saas audit, saas compliance, cloud application security"
Startup387,,SaaS Security,"Toronto, Canada",0.85,,,,"sanctioned it, llm compliance, saas security"
Startup289,,SSPM,Remote,0.85,,,,"security posture management, saas security, ai policy, cloud application security, sanctioned it"
Cloudflare,,AI Compliance,"Austin, TX",0.85,,,,"generative ai compliance, genai security, saas audit, llm compliance"
Startup202,,SaaS Security,"London, UK",0.85,,,,"ai governance, saas security, llm compliance, ai agent risk"
Startup90,,SSPM,"London, UK",0.85,,,,"saas audit, security posture management, saas compliance, saas risk"
Startup74,,SaaS Security,"Toronto, Canada",0.9,,,,"ai governance, sspm, saas compliance, autonomous agent security, ai compliance"
Startup317,,SSPM,"Denver, CO",0.85,,,,"ai agent risk, saas audit, cloud application security, saas posture management, sspm"
Oracle,,SaaS Compliance,Remote,0.85,,,,"saas risk, ai compliance"
Startup1,,SaaS Compliance,Remote (US),0.85,,,,"saas risk, saas compliance"
Startup282,,SaaS Security,"Denver, CO",0.8,,,,"saas risk, cloud governance"
Asana,,SaaS Security,Remote (US),0.85,,,,"ai policy, saas audit, genai security"
Startup187,,SaaS Security,"Boston, MA",0.9,,,,"genai security, llm compliance, cloud application security, cloud governance, generative ai compliance"
Startup145,,SSPM,"Boston, MA",0.85,,,,"saas governance, saas risk, shadow it"
Startup18,,SSPM,"Austin, TX",0.85,,,,"security posture management, ai agent security"
Startup163,,SaaS Security,Hybrid - Bay Area,0.85,,,,"genai security, saas audit, saas governance, ai agent risk"
Startup90,,SaaS Security,"Seattle, WA",0.85,,,,"saas risk, ai policy, saas security, sanctioned it"
Okta,,SSPM,"Denver, CO",0.85,,,,"cloud application security, security posture management, ai governance, shadow it"
Startup293,,SaaS Security,"Seattle, WA",0.9,,,,"cloud application security, shadow it, saas audit, sspm, generative ai compliance"
Startup27,,SaaS Compliance,Remote (US),0.85,,,,"saas compliance, cloud governance, shadow it"
Startup103,,SSPM,Hybrid - Bay Area,0.85,,,,"saas security, sspm, cloud compliance"
Startup174,,SSPM,Hybrid - Bay Area,0.85,,,,"shadow it, saas security posture, ai agent risk"
CrowdStrike,,SSPM,"London, UK",0.85,,,,"shadow it, saas governance, ai governance, ai compliance"
Startup169,,SaaS Compliance,"Austin, TX",0.8,,,,"generative ai compliance, cloud compliance"
Startup384,,SaaS Security,"Austin, TX",0.85,,,,"ai policy, cloud compliance, cloud application security, autonomous agent security, llm security"
Startup303,,SaaS Compliance,"San Francisco, CA",0.8,,,,"llm compliance, saas risk"
Startup340,,SSPM,"Austin, TX",0.85,,,,"saas security posture, security posture management, saas posture management, ai security"
Startup118,,AI Agent Security,"London, UK",0.85,,,,"saas audit, ai security, ai policy, autonomous agent security, llm security"
Startup251,,SSPM,"Seattle, WA",0.85,,,,"saas security, ai policy, sspm"
Shell,,SaaS Compliance,"Austin, TX",0.8,,,,"saas governance, ai policy"
Startup151,,SaaS Security,"San Francisco, CA",0.85,,,,"cloud application security, saas governance, generative ai compliance, ai compliance, shadow it"
Startup21,,SSPM,"Boston, MA",0.9,,,,"autonomous agent security, saas posture management, ai policy, cloud app security, ai security"
Startup136,,SSPM,"San Francisco, CA",0.85,,,,"generative ai compliance, sspm, cloud application security"
Startup344,,SaaS Compliance,Hybrid - Bay Area,0.8,,,,"saas governance, ai agent risk, cloud compliance"
Startup248,,SSPM,"Boston, MA",0.85,,,,"shadow it, ai compliance, saas risk"
Startup374,,SaaS Security,"Boston, MA",0.85,,,,"ai policy, cloud application security, genai security, cloud governance, autonomous agent security"
DocuSign,,SSPM,"Seattle, WA",0.85,,,,"security posture management, generative ai compliance, llm compliance"
Startup377,,SaaS Compliance,"Seattle, WA",0.85,,,,"cloud compliance, saas security posture, saas governance, saas compliance"
Startup74,,SSPM,"London, UK",0.85,,,,"sspm, llm compliance, ai agent risk"
Zendesk,,SSPM,"Toronto, Canada",0.85,,,,"shadow it, sspm"
Startup396,,SaaS Security,"Seattle, WA",0.9,,,,"ai agent security, saas security posture, ai governance, saas security, saas compliance"
Okta,,SSPM,Remote,0.85,,,,"saas audit, ai agent security, saas governance"
Sprint,,SSPM,"San Francisco, CA",0.85,,,,"ai agent risk, cloud app security, ai governance, saas audit"
Startup153,,SSPM,"New York, NY",0.85,,,,"saas audit, ai agent security, saas posture management"
Snyk,,SSPM,Hybrid - Bay Area,0.85,,,,"cloud governance, shadow it"
Check Point,,SSPM,Hybrid - Bay Area,0.85,,,,"sspm, ai governance, sanctioned it, saas risk, shadow it"
Startup299,,SSPM,"New York, NY",0.85,,,,"cloud application security, sspm, shadow it, generative ai compliance"
Wells Fargo,,SSPM,"San Francisco, CA",0.85,,,,"genai security, sspm, autonomous agent security, ai governance, saas audit"
American Express,,SaaS Compliance,"Austin, TX",0.85,,,,"shadow it, saas compliance"
Startup130,,AI Compliance,"Seattle, WA",0.8,,,,"ai compliance, ai agent security, ai governance, cloud governance"
Startup136,,AI Compliance,"Toronto, Canada",0.8,,,,"generative ai compliance, cloud governance, autonomous agent security"
Startup201,,SaaS Security,"Boston, MA",0.85,,,,"ai agent security, llm compliance, saas risk"
Startup382,,SaaS Security,"Denver, CO",0.9,,,,"sspm, ai agent security, saas security, saas risk, ai compliance"
Salesforce,,AI Agent Security,"Denver, CO",0.85,,,,"autonomous agent security, sanctioned it"
Zoom,,SaaS Compliance,"Toronto, Canada",0.85,,,,"llm compliance, saas compliance, saas audit, saas posture management"
Startup271,,SaaS Security,Remote (US),0.8,,,,"ai agent security, sanctioned it, shadow it, cloud app security, cloud governance"
Startup217,,SaaS Compliance,Remote,0.85,,,,"shadow it, saas governance, ai compliance, llm security, llm compliance"
Palo Alto Networks,,AI Compliance,"London, UK",0.8,,,,"sanctioned it, ai security, ai agent risk, generative ai compliance"
Startup367,,SaaS Security,"Austin, TX",0.9,,,,"llm security, cloud application security, generative ai compliance"
Startup60,,SaaS Security,"Austin, TX",0.85,,,,"saas governance, llm security, llm compliance, saas security posture"
Startup236,,SSPM,"Seattle, WA",0.85,,,,"saas governance, ai security, cloud app security, security posture management"
Startup7,,AI Compliance,"San Francisco, CA",0.9,,,,"cloud compliance, genai security, saas risk, ai governance, generative ai compliance"
Startup334,,SaaS Security,Hybrid - Bay Area,0.85,,,,"ai governance, saas audit, cloud compliance, cloud application security, sanctioned it"
Startup82,,SaaS Compliance,"Seattle, WA",0.9,,,,"ai compliance, cloud application security, cloud compliance, genai security, generative ai compliance"
Startup333,,SSPM,Remote,0.85,,,,"genai security, saas posture management, saas governance, security posture management, ai governance"
Startup100,,SSPM,Remote (US),0.85,,,,"ai agent security, saas audit, saas security, saas posture management"
Startup86,,SaaS Compliance,"New York, NY",0.7,,,,"cloud governance, llm compliance"
Check Point,,SSPM,"New York, NY",0.85,,,,"ai compliance, generative ai compliance, saas posture management"
Startup111,,SSPM,"Austin, TX",0.85,,,,"shadow it, saas posture management"
Startup266,,SaaS Compliance,"Austin, TX",0.85,,,,"shadow it, saas compliance, saas governance"
Startup202,,SaaS Security,Remote (US),0.85,,,,"saas governance, saas risk, ai security, saas security"
Startup384,,SSPM,Remote (US),0.85,,,,"saas risk, saas security posture, cloud governance, ai policy, shadow it"
Startup337,,SSPM,"San Francisco, CA",0.85,,,,"sspm, ai policy"
Lockheed Martin,,SSPM,"Seattle, WA",0.85,,,,"saas governance, ai agent risk, saas security, sspm"
Shell,,SaaS Security,Remote,0.7,,,,"cloud application security, ai policy"
Startup282,,AI Compliance,"Denver, CO",0.8,,,,"generative ai compliance, ai agent risk, shadow it, cloud governance, ai security"
Google,,SSPM,"Denver, CO",0.85,,,,"saas governance, sspm, ai governance, ai agent security, saas compliance"
Google,,SSPM,"Boston, MA",0.85,,,,"saas security, shadow it, cloud application security"
Startup300,,SSPM,Remote,0.85,,,,"generative ai compliance, saas security posture"
Startup385,,AI Compliance,"Austin, TX",0.9,,,,"generative ai compliance, sspm, ai security, autonomous agent security, ai agent risk"
Startup341,,AI Compliance,"New York, NY",0.8,,,,"shadow it, generative ai compliance, ai governance, ai compliance"
Sprint,,SaaS Compliance,Remote,0.85,,,,"cloud compliance, generative ai compliance, ai agent security, cloud governance, shadow it"
Startup176,,SSPM,"Boston, MA",0.9,,,,"saas security posture, generative ai compliance, cloud app security, saas posture management, genai security"
Etsy,,SSPM,Remote,0.85,,,,"ai security, saas audit, llm compliance, ai compliance, saas posture management"
Humana,,SSPM,"Seattle, WA",0.85,,,,"ai governance, security posture management"
Startup258,,SSPM,"Seattle, WA",0.85,,,,"saas posture management, shadow it, llm compliance"
BCG,,SaaS Security,"Boston, MA",0.85,,,,"saas risk, ai security, cloud app security"
Startup203,,SaaS Compliance,Hybrid - Bay Area,0.85,,,,"saas security, saas compliance"
Startup294,,SaaS Security,"San Francisco, CA",0.9,,,,"generative ai compliance, cloud application security, ai agent risk, saas security, saas risk"
Startup46,,AI Compliance,Remote (US),0.8,,,,"ai compliance, autonomous agent security"
VMware,,SSPM,"Boston, MA",0.85,,,,"ai compliance, saas security posture"
Startup314,,SaaS Security,"Denver, CO",0.85,,,,"saas risk, cloud compliance, genai security, cloud governance"
Startup167,,SaaS Security,Remote (US),0.85,,,,"genai security, saas audit, saas governance"
Startup343,,SaaS Security,"New York, NY",0.8,,,,"llm security, cloud app security, saas audit"
Startup257,,SSPM,"New York, NY",0.85,,,,"llm compliance, ai security, security posture management, cloud application security"
Startup155,,SSPM,"San Francisco, CA",0.85,,,,"saas audit, sspm, security posture management, ai agent risk"
Startup335,,SaaS Security,"Austin, TX",0.9,,,,"ai compliance, genai security, shadow it, saas governance, saas security posture"
Startup224,,AI Compliance,"London, UK",0.7,,,,"sanctioned it, genai security, ai governance"
Home Depot,,SSPM,"Austin, TX",0.85,,,,"ai governance, cloud governance, ai policy, llm compliance, security posture management"
Startup147,,SaaS Compliance,"Toronto, Canada",0.85,,,,"saas governance, saas audit"
Startup143,,SSPM,"New York, NY",0.85,,,,"sspm, ai governance, cloud app security, saas governance"
Startup324,,SaaS Compliance,"Denver, CO",0.85,,,,"saas governance, ai compliance, llm compliance, shadow it"
Startup100,,AI Agent Security,"Boston, MA",0.85,,,,"ai agent risk, saas risk, ai governance, ai agent security"
Startup326,,AI Compliance,"San Francisco, CA",0.8,,,,"sanctioned it, generative ai compliance, ai governance, genai security"
Startup186,,AI Compliance,"New York, NY",0.9,,,,"llm compliance, generative ai compliance"
Startup287,,AI Compliance,"Seattle, WA",0.8,,,,"cloud governance, ai security, generative ai compliance"
Startup249,,SaaS Compliance,"Denver, CO",0.85,,,,"saas risk, ai compliance"
Startup148,,SaaS Security,"New York, NY",0.9,,,,"saas governance, genai security, ai agent security, ai security, saas audit"
Startup217,,SaaS Security,"Toronto, Canada",0.85,,,,"generative ai compliance, saas governance, genai security, cloud application security, ai agent security"
Slack,,SSPM,"London, UK",0.85,,,,"cloud application security, saas risk, ai policy"
Startup374,,SSPM,"Denver, CO",0.85,,,,"llm compliance, sspm"
Startup35,,SSPM,"Toronto, Canada",0.85,,,,"saas security posture, shadow it"
Startup61,,SaaS Security,"London, UK",0.8,,,,"saas governance, ai policy, cloud app security, sanctioned it"
Startup353,,SaaS Security,"London, UK",0.8,,,,"cloud app security, ai agent security"
Startup150,,SaaS Compliance,Remote,0.85,,,,"cloud governance, saas compliance"
BAE Systems,,SaaS Security,Hybrid - Bay Area,0.7,,,,"sanctioned it, cloud application security"
BP,,SaaS Security,Remote,0.8,,,,"cloud app security, cloud governance, ai governance, ai policy"
Startup296,,SSPM,Hybrid - Bay Area,0.9,,,,"security posture management, cloud governance, cloud app security, sspm, cloud application security"
Startup17,,SSPM,Remote,0.85,,,,"security posture management, llm security, ai compliance, cloud application security, ai agent security"
Startup370,,SaaS Compliance,"Toronto, Canada",0.85,,,,"generative ai compliance, saas compliance, saas governance"
Startup231,,SaaS Security,Hybrid - Bay Area,0.8,,,,"ai agent security, genai security, shadow it, cloud governance"
Startup344,,AI Agent Security,Remote,0.7,,,,"ai agent security, sanctioned it"
Startup264,,AI Agent Security,"New York, NY",0.85,,,,"ai agent risk, ai agent security, saas compliance, autonomous agent security"
Startup67,,SSPM,Remote (US),0.85,,,,"saas risk, ai governance, security posture management"
Chevron,,SSPM,"Denver, CO",0.85,,,,"saas security posture, cloud app security, saas risk, saas posture management, ai agent risk"
Startup80,,SSPM,Remote (US),0.85,,,,"saas posture management, generative ai compliance, cloud compliance"
Startup344,,SSPM,"Austin, TX",0.85,,,,"saas compliance, sspm, llm security, saas audit, saas risk"
Startup102,,SSPM,"London, UK",0.85,,,,"ai policy, saas risk, saas security posture"
Startup201,,SSPM,"Boston, MA",0.85,,,,"saas posture management, llm compliance"
Startup206,,SSPM,"Toronto, Canada",0.85,,,,"ai policy, llm compliance, saas posture management"
Startup302,,SSPM,"Boston, MA",0.85,,,,"cloud governance, security posture management, saas compliance, saas governance"
Startup148,,SaaS Security,"London, UK",0.85,,,,"ai security, genai security, cloud application security, saas audit"
Startup314,,SaaS Compliance,"New York, NY",0.7,,,,"ai compliance, cloud compliance"
Startup352,,SaaS Security,"New York, NY",0.8,,,,"ai security, saas governance"
Startup315,,SaaS Security,Remote (US),0.85,,,,"llm security, saas security, ai policy"
Startup342,,SaaS Security,"New York, NY",0.85,,,,"cloud app security, sanctioned it, cloud application security"
PwC,,AI Compliance,"New York, NY",0.7,,,,"llm security, sanctioned it, ai compliance"
Startup365,,SaaS Security,"Seattle, WA",0.7,,,,"saas audit, llm security"
Startup253,,SSPM,Remote,0.85,,,,"ai security, saas compliance, shadow it, security posture management, ai agent risk"
Startup88,,SSPM,"Denver, CO",0.85,,,,"shadow it, cloud app security, llm compliance"
Startup90,,SaaS Security,Remote (US),0.85,,,,"cloud application security, cloud compliance"
JPMorgan,,SaaS Security,"London, UK",0.85,,,,"saas security, ai agent security, shadow it, generative ai compliance"
Startup266,,SaaS Security,"Toronto, Canada",0.9,,,,"ai security, genai security, cloud application security, llm compliance, ai agent security"
Startup241,,SaaS Security,"San Francisco, CA",0.9,,,,"autonomous agent security, genai security, cloud application security"
Zoom,,SaaS Security,"Seattle, WA",0.9,,,,"genai security, llm security, cloud governance, cloud app security, saas risk"
Startup380,,SSPM,"London, UK",0.85,,,,"cloud application security, saas governance"
Startup231,,SaaS Security,"Boston, MA",0.8,,,,"ai governance, saas governance, ai agent security, cloud compliance, ai policy"
Startup340,,AI Compliance,Remote,0.85,,,,"llm compliance, ai policy, saas audit, ai agent risk, ai security"
Startup380,,SSPM,Remote (US),0.85,,,,"saas governance, saas security posture, sspm, ai agent security"
Startup298,,SaaS Security,"New York, NY",0.8,,,,"llm compliance, cloud application security, autonomous agent security"
Sprint,,SSPM,Remote (US),0.85,,,,"genai security, saas posture management, ai policy"
Startup109,,SSPM,Remote,0.85,,,,"generative ai compliance, saas governance, sspm"
Startup345,,SSPM,"Austin, TX",0.85,,,,"cloud governance, sspm, llm security, ai policy, cloud compliance"
Startup370,,SSPM,"San Francisco, CA",0.85,,,,"saas security posture, security posture management, saas audit"
Startup289,,SSPM,"Denver, CO",0.85,,,,"cloud governance, security posture management, generative ai compliance"
Startup128,,AI Compliance,Remote (US),0.7,,,,"ai security, ai governance, shadow it"
Startup103,,SSPM,"Austin, TX",0.85,,,,"sspm, saas audit, saas security"
Startup248,,SaaS Security,"New York, NY",0.85,,,,"autonomous agent security, saas risk"
Startup294,,SSPM,"Boston, MA",0.85,,,,"saas security posture, shadow it, security posture management, saas audit, generative ai compliance"
Startup229,,SSPM,"San Francisco, CA",0.85,,,,"saas posture management, saas risk"
Startup111,,SaaS Security,"Seattle, WA",0.9,,,,"saas security posture, cloud governance, autonomous agent security, saas governance, ai agent security"
Startup160,,SaaS Security,"Boston, MA",0.9,,,,"saas governance, ai agent risk, ai agent security, cloud application security"
Startup340,,AI Compliance,Remote,0.85,,,,"saas security, generative ai compliance"
Startup180,,SaaS Security,"London, UK",0.85,,,,"cloud app security, cloud compliance"
Startup283,,AI Compliance,Remote,0.7,,,,"ai governance, ai policy, cloud governance"
Startup153,,SSPM,"Seattle, WA",0.85,,,,"cloud app security, saas security posture, sspm, ai security"
Startup23,,SaaS Compliance,"New York, NY",0.7,,,,"llm compliance, shadow it"
Startup172,,SSPM,"Seattle, WA",0.85,,,,"cloud app security, shadow it, llm security, security posture management"
Startup266,,SSPM,"London, UK",0.85,,,,"cloud compliance, llm compliance, security posture management, sspm"
Startup242,,SSPM,"Toronto, Canada",0.9,,,,"genai security, saas posture management, cloud application security, llm compliance, autonomous agent security"
Startup138,,SSPM,"Austin, TX",0.85,,,,"llm compliance, cloud app security"
Startup1,,SSPM,"New York, NY",0.85,,,,"security posture management, genai security"
Startup246,,SSPM,Hybrid - Bay Area,0.85,,,,"ai agent security, saas security, ai governance, sspm, cloud compliance"
Startup47,,AI Compliance,"Seattle, WA",0.8,,,,"ai governance, ai agent risk, genai security, ai compliance"
T-Mobile,,SSPM,"London, UK",0.85,,,,"ai compliance, cloud governance, sanctioned it, saas governance, ai agent risk"
Startup106,,SSPM,"New York, NY",0.85,,,,"saas audit, saas security, shadow it, llm compliance, saas governance"
Startup261,,SSPM,Hybrid - Bay Area,0.85,,,,"ai governance, saas security, saas security posture"
Startup135,,AI Compliance,Hybrid - Bay Area,0.8,,,,"ai agent risk, ai compliance, llm compliance"
Startup182,,SaaS Security,"Denver, CO",0.9,,,,"cloud app security, ai agent risk, cloud application security, generative ai compliance"
Startup338,,SSPM,"Seattle, WA",0.85,,,,"saas security posture, ai agent risk"
Etsy,,SaaS Security,"Boston, MA",0.85,,,,"generative ai compliance, cloud governance, ai agent security, cloud application security"
Orca Security,,SaaS Compliance,Hybrid - Bay Area,0.85,,,,"saas governance, ai compliance, ai agent risk, cloud governance, generative ai compliance"
Startup376,,SSPM,Remote (US),0.85,,,,"saas governance, genai security, sanctioned it, security posture management, saas posture management"
Startup312,,SaaS Compliance,"San Francisco, CA",0.8,,,,"saas audit, cloud compliance, llm security"
Startup323,,AI Compliance,"San Francisco, CA",0.8,,,,"ai policy, cloud governance, ai compliance, genai security, ai security"
Startup107,,SSPM,"London, UK",0.85,,,,"llm compliance, cloud application security"
Startup217,,SaaS Security,"Boston, MA",0.8,,,,"cloud governance, genai security, llm security, ai agent risk, cloud compliance"
Startup324,,SaaS Security,"New York, NY",0.8,,,,"autonomous agent security, ai security, saas audit"
Startup136,,SSPM,"Boston, MA",0.85,,,,"saas security posture, ai governance, saas governance"
Startup212,,SSPM,"Seattle, WA",0.85,,,,"ai policy, saas audit, security posture management"
Startup270,,AI Compliance,"Seattle, WA",0.7,,,,"generative ai compliance, ai governance"
American Express,,SSPM,Remote,0.85,,,,"security posture management, saas security posture"
Startup350,,SaaS Compliance,Hybrid - Bay Area,0.85,,,,"ai agent security, ai compliance, ai agent risk, saas compliance, saas governance"
McAfee,,SSPM,Remote (US),0.85,,,,"ai agent security, sspm, saas governance, ai agent risk"
Startup21,,SSPM,"Seattle, WA",0.85,,,,"saas risk, saas posture management, saas governance, autonomous agent security, llm security"
Startup244,,SSPM,Remote,0.85,,,,"security posture management, saas posture management"
Startup285,,AI Compliance,"San Francisco, CA",0.7,,,,"genai security, ai governance"
Startup112,,AI Agent Security,"Austin, TX",0.9,,,,"ai policy, genai security, llm security, sspm"
Startup4,,SaaS Security,Hybrid - Bay Area,0.9,,,,"ai compliance, generative ai compliance, saas risk, cloud application security"
Startup22,,SaaS Security,Remote,0.7,,,,"ai policy, cloud application security"
Startup287,,SaaS Security,"Boston, MA",0.85,,,,"saas compliance, shadow it, saas security, ai agent security"
Startup263,,SaaS Security,"Austin, TX",0.85,,,,"cloud app security, ai governance, sanctioned it, ai security, llm security"
Startup161,,SSPM,"Toronto, Canada",0.85,,,,"ai governance, llm security, sspm"
Startup248,,AI Agent Security,"Denver, CO",0.9,,,,"autonomous agent security, llm security, ai agent risk, ai security, saas governance"
Startup52,,SSPM,"London, UK",0.85,,,,"sanctioned it, genai security, ai agent risk, saas compliance, saas posture management"
Startup128,,SaaS Security,"Denver, CO",0.9,,,,"saas compliance, saas security posture, cloud app security, saas security, saas audit"
Startup327,,SSPM,Hybrid - Bay Area,0.9,,,,"saas security posture, sspm, saas posture management, sanctioned it, cloud app security"
Startup28,,SSPM,Remote,0.85,,,,"ai policy, security posture management"
Atlassian,,SaaS Security,"Austin, TX",0.85,,,,"ai policy, saas audit, ai security"
Startup326,,SaaS Compliance,Remote,0.85,,,,"ai compliance, saas security, saas compliance, saas governance"
Startup86,,AI Agent Security,"London, UK",0.7,,,,"ai agent security, sanctioned it"
Startup61,,SSPM,"Austin, TX",0.85,,,,"cloud compliance, sspm, saas compliance"
Startup242,,AI Agent Security,"Seattle, WA",0.7,,,,"ai security, shadow it, ai policy"
Startup81,,AI Compliance,"London, UK",0.7,,,,"generative ai compliance, ai agent risk"
Startup372,,SSPM,"Denver, CO",0.85,,,,"cloud application security, sspm"
Startup346,,AI Agent Security,Hybrid - Bay Area,0.8,,,,"ai governance, ai security, genai security, security posture management"
Dropbox,,SaaS Security,"London, UK",0.85,,,,"sanctioned it, ai agent security, autonomous agent security, ai security, saas security"
Humana,,SaaS Security,Remote,0.85,,,,"saas risk, generative ai compliance, saas security, cloud app security"
Startup370,,SaaS Security,"Seattle, WA",0.8,,,,"cloud application security, llm security, ai security"
Startup52,,SaaS Security,"San Francisco, CA",0.9,,,,"cloud application security, ai agent risk, saas security posture, saas security"
Startup247,,SSPM,Remote,0.85,,,,"ai security, llm security, cloud governance, saas posture management"
Startup302,,SaaS Compliance,"Seattle, WA",0.85,,,,"saas audit, sanctioned it, genai security, cloud compliance"
Startup288,,SSPM,"Austin, TX",0.85,,,,"security posture management, saas posture management, saas security"
Startup50,,SSPM,"Toronto, Canada",0.85,,,,"generative ai compliance, sspm"
Startup315,,SSPM,Remote (US),0.85,,,,"shadow it, saas audit, genai security, ai agent risk"
Startup393,,SaaS Security,Remote (US),0.7,,,,"ai policy, cloud app security"
Startup59,,SSPM,"Toronto, Canada",0.85,,,,"cloud app security, shadow it"
Startup46,,SaaS Security,"Boston, MA",0.9,,,,"autonomous agent security, saas compliance, saas security posture, saas governance, ai compliance"
Cisco,,SSPM,"Denver, CO",0.85,,,,"saas governance, saas posture management"
Startup139,,SSPM,"Denver, CO",0.85,,,,"saas security posture, sspm"
Wells Fargo,,SSPM,"New York, NY",0.85,,,,"saas security, security posture management, autonomous agent security"
Startup34,,SaaS Security,"Toronto, Canada",0.85,,,,"saas security, cloud compliance"
Startup111,,SaaS Compliance,"Denver, CO",0.85,,,,"saas compliance, generative ai compliance"
Startup362,,SSPM,"Denver, CO",0.85,,,,"saas compliance, cloud governance, cloud app security, shadow it, llm security"
Startup252,,SaaS Security,"Toronto, Canada",0.8,,,,"llm security, ai governance, saas governance"
Startup254,,SSPM,"San Francisco, CA",0.85,,,,"ai agent security, cloud governance, saas security posture"
Startup350,,SSPM,"San Francisco, CA",0.85,,,,"generative ai compliance, saas posture management"
Startup53,,SSPM,"Austin, TX",0.85,,,,"sanctioned it, genai security, saas security posture, saas risk"
Startup381,,SSPM,"San Francisco, CA",0.85,,,,"cloud app security, saas security posture"
Startup316,,SaaS Compliance,Remote,0.9,,,,"ai agent risk, ai governance, genai security, saas compliance, generative ai compliance"
Startup82,,SaaS Compliance,"Denver, CO",0.85,,,,"saas risk, saas compliance"
Startup44,,SSPM,"Boston, MA",0.85,,,,"ai compliance, genai security, saas posture management, ai agent risk"
Startup232,,SSPM,Hybrid - Bay Area,0.85,,,,"ai policy, saas posture management"
Startup323,,SSPM,"Seattle, WA",0.85,,,,"sanctioned it, saas risk, saas audit"
