company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Startup167,,SaaS Security,"San Francisco, CA",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=threat-detection-engineer,,"ai security, llm compliance, ai agent security, saas security, saas governance"
Anthem,,SSPM,"Seattle, WA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-engineer,,"autonomous agent security, ai compliance, sspm"
Startup221,,SaaS Compliance,"Denver, CO",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=grc-analyst,,"saas compliance, saas risk"
Startup312,,SSPM,"Denver, CO",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-operations-engineer,,"cloud application security, security posture management, saas posture management, sspm, saas risk"
Startup10,,SSPM,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=llm-security-specialist,,"cloud app security, llm compliance, shadow it"
Startup43,,SaaS Security,Remote (US),0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-operations-engineer,,"saas security posture, ai agent risk, ai security, llm compliance, saas security"
Startup327,,SaaS Compliance,Hybrid - Bay Area,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ai-security-engineer,,"llm compliance, ai policy, sanctioned it, saas governance, cloud governance"
Startup59,,SSPM,Remote (US),0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-architect,,"saas posture management, saas security posture, ai agent security, sspm"
Startup344,,SSPM,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=senior-security-engineer,,"ai policy, saas security, saas audit, cloud app security, security posture management"
Asana,,SSPM,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-analyst,,"cloud application security, saas security posture"
Startup169,,SSPM,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ai-agent-security-engineer,,"cloud app security, sanctioned it, ai security, saas governance, security posture management"
Sysdig,,SaaS Security,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=sspm-engineer,,"saas security, ai policy, shadow it, ai governance, cloud app security"
ConocoPhillips,,SSPM,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-software-engineer,,"shadow it, sspm, sanctioned it"
Startup385,,SaaS Security,"Toronto, Canada",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-auditor,,"cloud application security, ai policy, shadow it, llm compliance"
Startup91,,SaaS Security,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-analyst,,"ai governance, ai agent security, saas security posture, ai policy"
Startup206,,SaaS Security,"Denver, CO",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-posture-manager,,"ai agent risk, saas security, cloud app security, ai security"
Sprint,,SaaS Security,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-posture-analyst,,"ai policy, genai security, saas risk, cloud compliance, ai governance"
Startup208,,SSPM,"San Francisco, CA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=soc-analyst,,"ai security, sspm, llm security, shadow it"
Startup28,,SaaS Security,"Austin, TX",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=sspm-product-manager,,"cloud governance, cloud app security"
Startup231,,SaaS Security,Remote (US),0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ciso,,"ai agent risk, cloud app security, generative ai compliance"
Startup160,,SaaS Compliance,"Seattle, WA",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-engineer,,"saas risk, cloud governance, generative ai compliance"
Zendesk,,SSPM,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-posture-engineer,,"saas security, shadow it, llm security, security posture management"
Startup308,,SSPM,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=soc-analyst,,"saas audit, ai security, sspm, ai agent security, generative ai compliance"
Startup256,,SaaS Compliance,Remote (US),0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=compliance-engineer,,"saas compliance, saas governance"
Startup239,,SaaS Security,Hybrid - Bay Area,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=threat-detection-engineer,,"sanctioned it, ai policy, saas security, sspm, ai agent security"
Startup262,,SSPM,"Toronto, Canada",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=senior-security-engineer,,"saas posture management, llm compliance, saas security posture, saas security, saas governance"
Startup360,,SaaS Security,"London, UK",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=principal-security-engineer,,"ai security, generative ai compliance, saas security posture, cloud governance"
Startup29,,SaaS Security,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=director-of-security,,"saas security, shadow it, generative ai compliance"
Startup203,,SSPM,"Toronto, Canada",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-posture-manager,,"sspm, saas audit, saas posture management"
Startup107,,SaaS Security,Remote (US),0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=director-of-security,,"ai governance, saas risk"
Startup313,,SSPM,"Seattle, WA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=sspm-product-manager,,"saas posture management, cloud governance, saas governance"
Startup281,,SaaS Security,"San Francisco, CA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-engineer,,"saas security, ai compliance"
Startup199,,SSPM,Remote (US),0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=grc-analyst,,"ai compliance, sanctioned it, cloud application security, saas security posture, cloud governance"
Startup188,,SaaS Security,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-posture-engineer,,"saas security, ai governance"
Startup296,,SaaS Compliance,"Austin, TX",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-engineer,,"llm compliance, cloud compliance, saas audit, genai security, ai agent security"
Startup261,,SaaS Security,"New York, NY",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=principal-security-engineer,,"saas audit, cloud application security, ai agent risk, ai policy"
Startup332,,SSPM,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-operations-engineer,,"ai security, cloud governance, saas posture management, saas risk, shadow it"
Startup368,,SSPM,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-analyst,,"ai policy, saas posture management, ai compliance"
Startup191,,SSPM,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-team-lead,,"autonomous agent security, ai security, cloud app security, security posture management"
Startup110,,SSPM,Hybrid - Bay Area,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=ai-agent-security-engineer,,"sspm, ai compliance, saas posture management"
Capital One,,SSPM,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-compliance-manager,,"saas posture management, cloud app security"
Startup328,,SaaS Compliance,Remote (US),0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=compliance-engineer,,"shadow it, ai compliance"
Startup224,,SSPM,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-posture-engineer,,"sspm, cloud governance, ai compliance, security posture management"
Startup306,,SSPM,"Austin, TX",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=vp-of-security,,"saas posture management, llm compliance, cloud compliance, saas audit"
Startup294,,SSPM,"London, UK",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-analyst,,"security posture management, ai compliance, saas audit, ai agent risk"
Startup92,,AI Compliance,Remote,0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-analyst,,"ai compliance, genai security, sanctioned it"
Startup73,,AI Compliance,"New York, NY",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-analyst,,"saas governance, ai policy, ai governance, generative ai compliance, genai security"
Startup111,,SaaS Compliance,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-architect,,"llm security, saas compliance, cloud app security, saas audit"
Palo Alto Networks,,SSPM,"Boston, MA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=machine-learning-security-engineer,,"sspm, ai security"
Startup177,,SSPM,"Seattle, WA",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=threat-detection-engineer,,"saas security posture, ai security, ai agent security, cloud governance"
CloudKnox,,SaaS Security,"Austin, TX",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-analyst,,"saas audit, genai security, shadow it"
Startup185,,AI Compliance,"Toronto, Canada",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=sspm-engineer,,"generative ai compliance, ai governance, ai agent security"
Startup58,,SSPM,"Denver, CO",0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=threat-detection-engineer,,"sspm, ai security, saas posture management, saas security, llm security"
Startup188,,SSPM,Remote (US),0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-analyst,,"autonomous agent security, sspm"
Startup375,,SaaS Security,"Denver, CO",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-compliance-manager,,"cloud app security, ai security, saas risk"
Startup300,,SSPM,Remote,0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=appsec-engineer,,"saas posture management, shadow it, saas governance"
Startup76,,SaaS Compliance,"Denver, CO",0.7,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=saas-security-engineer,,"llm compliance, cloud governance"
Startup228,,SaaS Compliance,Hybrid - Bay Area,0.9,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=vp-of-security,,"generative ai compliance, sspm, saas audit, cloud compliance, saas governance"
Startup272,,SaaS Security,"New York, NY",0.8,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-analyst,,"ai policy, cloud governance, cloud app security"
Startup322,,SSPM,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-posture-analyst,,"shadow it, saas security, sanctioned it"
Startup75,,SSPM,Remote (US),0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=cloud-security-analyst,,"saas posture management, security posture management, cloud application security, ai governance, ai policy"
Startup9,,SaaS Security,"New York, NY",0.85,,https://boards.greenhouse.io/embed/job_board?gh_src=&q=security-operations-engineer,,"generative ai compliance, saas security, shadow it, cloud app security"
SAP,,SSPM,Remote (US),0.85,,https://jobs.lever.co/sap,,"saas risk, llm compliance, saas governance, sspm, shadow it"
Startup350,,SaaS Compliance,Remote,0.8,,https://jobs.lever.co/startup350,,"genai security, saas compliance"
Startup262,,SaaS Compliance,"Toronto, Canada",0.8,,https://jobs.lever.co/startup262,,"saas compliance, ai security, cloud compliance"
Startup233,,SSPM,"Toronto, Canada",0.85,,https://jobs.lever.co/startup233,,"security posture management, saas security posture, cloud application security, genai security, ai policy"
Startup86,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup86,,"saas security posture, genai security"
Goldman Sachs,,SaaS Compliance,"Toronto, Canada",0.85,,https://jobs.lever.co/goldman-sachs,,"generative ai compliance, saas governance"
Startup202,,SaaS Security,Remote,0.8,,https://jobs.lever.co/startup202,,"autonomous agent security, cloud application security, ai policy, generative ai compliance"
AT&T,,SaaS Compliance,"London, UK",0.85,,https://jobs.lever.co/at&t,,"cloud compliance, generative ai compliance, saas risk"
Microsoft,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/microsoft,,"saas security posture, ai agent security"
PwC,,AI Compliance,"London, UK",0.8,,https://jobs.lever.co/pwc,,"ai agent security, sanctioned it, cloud governance, generative ai compliance"
Startup378,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup378,,"ai policy, ai security, saas security, saas posture management"
Startup320,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/startup320,,"sspm, shadow it, cloud compliance"
Startup139,,SaaS Compliance,"Austin, TX",0.85,,https://jobs.lever.co/startup139,,"saas audit, llm compliance"
Startup55,,SSPM,Remote (US),0.85,,https://jobs.lever.co/startup55,,"ai policy, saas security, saas posture management, saas governance"
Accenture,,SSPM,"Austin, TX",0.85,,https://jobs.lever.co/accenture,,"cloud application security, llm compliance"
Startup161,,SSPM,"New York, NY",0.85,,https://jobs.lever.co/startup161,,"ai compliance, security posture management, cloud governance, saas governance"
Startup301,,SSPM,"London, UK",0.85,,https://jobs.lever.co/startup301,,"saas governance, ai agent risk, security posture management, generative ai compliance"
Startup162,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup162,,"autonomous agent security, saas security posture"
Startup275,,SaaS Compliance,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup275,,"saas compliance, saas risk"
Startup283,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/startup283,,"saas audit, saas security posture, saas governance, ai compliance"
Startup389,,AI Agent Security,"London, UK",0.8,,https://jobs.lever.co/startup389,,"ai security, ai compliance, cloud governance, autonomous agent security"
Startup240,,SaaS Security,Hybrid - Bay Area,0.8,,https://jobs.lever.co/startup240,,"cloud application security, ai agent risk"
Startup97,,SaaS Compliance,"Seattle, WA",0.9,,https://jobs.lever.co/startup97,,"ai agent risk, ai compliance, saas compliance, generative ai compliance, cloud app security"
Startup260,,SaaS Compliance,"Seattle, WA",0.9,,https://jobs.lever.co/startup260,,"llm compliance, cloud governance, cloud compliance, generative ai compliance, saas audit"
Startup259,,AI Agent Security,"Toronto, Canada",0.8,,https://jobs.lever.co/startup259,,"generative ai compliance, ai agent security, sanctioned it, llm security"
Startup336,,SaaS Compliance,Remote,0.85,,https://jobs.lever.co/startup336,,"llm security, saas audit, saas compliance"
Startup98,,SSPM,"Austin, TX",0.85,,https://jobs.lever.co/startup98,,"sspm, saas governance"
Startup158,,AI Agent Security,"Austin, TX",0.9,,https://jobs.lever.co/startup158,,"ai agent security, ai policy, llm security, cloud app security, autonomous agent security"
Startup57,,AI Agent Security,Remote (US),0.7,,https://jobs.lever.co/startup57,,"sanctioned it, ai agent risk"
Startup304,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup304,,"ai policy, saas security posture"
Startup18,,SaaS Compliance,"Boston, MA",0.85,,https://jobs.lever.co/startup18,,"saas governance, ai compliance, saas audit, llm compliance"
Aqua Security,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/aqua-security,,"cloud compliance, sanctioned it, sspm, autonomous agent security"
Startup18,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup18,,"cloud app security, saas governance"
Walmart,,SSPM,Remote,0.85,,https://jobs.lever.co/walmart,,"saas security posture, llm security"
Startup395,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup395,,"ai compliance, ai agent risk, saas security posture"
Asana,,SSPM,Remote,0.85,,https://jobs.lever.co/asana,,"saas security posture, saas security, saas governance"
Startup339,,SSPM,"Austin, TX",0.85,,https://jobs.lever.co/startup339,,"saas risk, security posture management, cloud app security"
Startup345,,SSPM,"Seattle, WA",0.85,,https://jobs.lever.co/startup345,,"autonomous agent security, ai policy, cloud compliance, shadow it"
Startup294,,SaaS Security,"Boston, MA",0.85,,https://jobs.lever.co/startup294,,"saas security, ai agent risk"
Zoom,,SSPM,"London, UK",0.85,,https://jobs.lever.co/zoom,,"ai agent security, ai governance, sspm, security posture management"
Startup9,,SaaS Security,Hybrid - Bay Area,0.85,,https://jobs.lever.co/startup9,,"sanctioned it, ai governance, saas security, cloud governance"
Startup143,,SaaS Security,"San Francisco, CA",0.7,,https://jobs.lever.co/startup143,,"ai policy, cloud governance"
Qualys,,AI Compliance,Remote (US),0.7,,https://jobs.lever.co/qualys,,"llm compliance, ai security"
Startup35,,SaaS Security,"Boston, MA",0.8,,https://jobs.lever.co/startup35,,"saas governance, autonomous agent security"
Startup342,,SaaS Security,"Toronto, Canada",0.9,,https://jobs.lever.co/startup342,,"saas security, llm security, saas governance, saas compliance, cloud compliance"
Startup71,,SaaS Security,Remote (US),0.7,,https://jobs.lever.co/startup71,,"ai agent security, cloud governance"
Accenture,,SaaS Security,"Austin, TX",0.9,,https://jobs.lever.co/accenture,,"cloud application security, saas audit, saas security, shadow it, llm security"
Startup200,,SaaS Security,Remote,0.7,,https://jobs.lever.co/startup200,,"cloud governance, autonomous agent security"
Startup227,,SSPM,"Boston, MA",0.85,,https://jobs.lever.co/startup227,,"ai governance, sspm, cloud app security, cloud compliance"
Startup143,,SSPM,"London, UK",0.85,,https://jobs.lever.co/startup143,,"security posture management, saas audit, cloud governance, cloud application security"
Startup175,,SaaS Security,"London, UK",0.85,,https://jobs.lever.co/startup175,,"ai security, saas security, saas risk"
Startup200,,SaaS Compliance,"Austin, TX",0.9,,https://jobs.lever.co/startup200,,"generative ai compliance, saas compliance"
Startup375,,AI Compliance,"Toronto, Canada",0.9,,https://jobs.lever.co/startup375,,"ai security, cloud governance, llm compliance, genai security"
Startup228,,SSPM,"Seattle, WA",0.85,,https://jobs.lever.co/startup228,,"saas audit, cloud app security"
Startup207,,SSPM,"Seattle, WA",0.85,,https://jobs.lever.co/startup207,,"shadow it, saas audit, ai agent security"
Startup258,,SaaS Compliance,Remote,0.8,,https://jobs.lever.co/startup258,,"ai compliance, cloud compliance"
Cloudflare,,SaaS Security,"Seattle, WA",0.8,,https://jobs.lever.co/cloudflare,,"cloud governance, ai policy, saas risk"
Startup157,,SSPM,"London, UK",0.85,,https://jobs.lever.co/startup157,,"cloud application security, security posture management, ai compliance, ai governance"
Startup40,,SaaS Security,"New York, NY",0.8,,https://jobs.lever.co/startup40,,"cloud application security, generative ai compliance, ai compliance, cloud governance"
JPMorgan,,SSPM,Hybrid - Bay Area,0.85,,https://jobs.lever.co/jpmorgan,,"sspm, sanctioned it, cloud compliance, saas compliance"
Startup377,,SSPM,"Seattle, WA",0.85,,https://jobs.lever.co/startup377,,"ai governance, ai agent risk, ai compliance, saas posture management, security posture management"
Startup73,,SaaS Compliance,"San Francisco, CA",0.7,,https://jobs.lever.co/startup73,,"shadow it, ai compliance"
Startup63,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup63,,"sspm, ai governance, security posture management"
Startup157,,SaaS Compliance,"Toronto, Canada",0.7,,https://jobs.lever.co/startup157,,"ai governance, cloud compliance"
Veza,,SaaS Security,Remote,0.85,,https://jobs.lever.co/veza,,"cloud app security, ai governance, autonomous agent security, cloud application security, ai agent security"
Startup326,,SSPM,Remote (US),0.85,,https://jobs.lever.co/startup326,,"sspm, ai agent security"
Aqua Security,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/aqua-security,,"cloud app security, cloud application security, cloud compliance, shadow it, ai security"
Startup50,,SSPM,"Seattle, WA",0.85,,https://jobs.lever.co/startup50,,"saas governance, shadow it, genai security, llm security, cloud compliance"
Lockheed Martin,,SaaS Compliance,"New York, NY",0.85,,https://jobs.lever.co/lockheed-martin,,"saas audit, cloud compliance"
Startup363,,AI Compliance,"Toronto, Canada",0.85,,https://jobs.lever.co/startup363,,"generative ai compliance, shadow it, ai agent risk"
Startup91,,SSPM,"Denver, CO",0.85,,https://jobs.lever.co/startup91,,"sspm, cloud compliance"
Startup190,,SaaS Security,"San Francisco, CA",0.7,,https://jobs.lever.co/startup190,,"cloud application security, sanctioned it"
Startup286,,SaaS Security,"Seattle, WA",0.9,,https://jobs.lever.co/startup286,,"saas security posture, llm compliance, cloud application security, genai security, ai agent risk"
Etsy,,SaaS Compliance,"London, UK",0.85,,https://jobs.lever.co/etsy,,"llm compliance, saas governance, ai policy"
Startup67,,SaaS Security,"Toronto, Canada",0.8,,https://jobs.lever.co/startup67,,"cloud app security, genai security"
Startup247,,SSPM,Remote (US),0.9,,https://jobs.lever.co/startup247,,"saas risk, generative ai compliance, security posture management, saas compliance, cloud compliance"
Netflix,,SSPM,Remote (US),0.85,,https://jobs.lever.co/netflix,,"saas audit, saas security posture"
Startup386,,SaaS Security,"New York, NY",0.85,,https://jobs.lever.co/startup386,,"autonomous agent security, cloud application security, saas audit, ai agent security, saas risk"
Startup86,,SaaS Security,"London, UK",0.9,,https://jobs.lever.co/startup86,,"cloud compliance, genai security, saas security, saas risk, saas audit"
Startup198,,SaaS Security,"Toronto, Canada",0.9,,https://jobs.lever.co/startup198,,"saas security, saas compliance, cloud governance, shadow it, ai agent security"
Startup117,,SaaS Compliance,Remote (US),0.9,,https://jobs.lever.co/startup117,,"saas audit, ai security, saas compliance, generative ai compliance, sanctioned it"
Comcast,,SSPM,"Boston, MA",0.85,,https://jobs.lever.co/comcast,,"genai security, sspm, saas compliance, llm compliance"
Startup39,,AI Compliance,"New York, NY",0.85,,https://jobs.lever.co/startup39,,"llm compliance, ai governance, genai security, cloud app security"
Startup101,,SSPM,"Austin, TX",0.9,,https://jobs.lever.co/startup101,,"cloud application security, saas governance, saas posture management, saas security posture, autonomous agent security"
BAE Systems,,SaaS Security,Remote,0.85,,https://jobs.lever.co/bae-systems,,"ai policy, saas risk, cloud application security, genai security"
Startup229,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup229,,"cloud app security, ai security, sspm, saas compliance"
Startup382,,SaaS Security,Remote (US),0.8,,https://jobs.lever.co/startup382,,"saas risk, ai security"
Startup349,,AI Agent Security,Remote (US),0.8,,https://jobs.lever.co/startup349,,"genai security, shadow it, ai agent risk, ai compliance"
Startup297,,SSPM,"San Francisco, CA",0.85,,https://jobs.lever.co/startup297,,"ai policy, sspm, genai security, cloud app security"
