company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Startup203,,SSPM,"San Francisco, CA",0.85,,,,"cloud governance, security posture management"
Lockheed Martin,,SSPM,"Austin, TX",0.85,,,,"shadow it, ai agent security, saas audit, saas posture management"
Startup10,,SSPM,"Austin, TX",0.85,,,,"saas governance, saas posture management"
Startup156,,SSPM,"Austin, TX",0.85,,,,"ai compliance, ai agent security, sspm, saas compliance, saas governance"
JPMorgan,,SaaS Security,"Denver, CO",0.8,,,,"cloud governance, ai agent security"
Qualys,,SaaS Compliance,Remote,0.9,,,,"saas security posture, cloud compliance, saas compliance"
Startup321,,SSPM,"Seattle, WA",0.85,,,,"cloud compliance, saas security, security posture management, ai governance"
Startup323,,SSPM,Remote (US),0.85,,,,"saas compliance, sspm, llm security"
Startup96,,SaaS Security,"San Francisco, CA",0.85,,,,"generative ai compliance, ai security, saas governance, cloud app security"
Startup234,,SaaS Security,Remote (US),0.8,,,,"cloud app security, ai agent risk"
Raytheon,,SaaS Security,"San Francisco, CA",0.85,,,,"llm security, saas governance, ai agent security"
Prisma Cloud,,SSPM,"Seattle, WA",0.85,,,,"genai security, security posture management, sanctioned it, ai security, shadow it"
Startup163,,SSPM,Remote,0.85,,,,"saas risk, saas audit, sspm, llm compliance, autonomous agent security"
Startup121,,SSPM,"London, UK",0.85,,,,"ai compliance, cloud application security, saas security posture, cloud governance"
Startup22,,SSPM,"San Francisco, CA",0.85,,,,"saas posture management, autonomous agent security, ai agent risk"
Startup66,,SaaS Security,Remote (US),0.85,,,,"ai agent security, cloud compliance, saas audit, saas security posture"
Startup205,,SaaS Security,"Boston, MA",0.85,,,,"cloud application security, generative ai compliance, shadow it, genai security, saas governance"
Startup313,,SSPM,Remote,0.85,,,,"llm compliance, security posture management, cloud compliance, saas posture management"
CVS Health,,SSPM,"Denver, CO",0.85,,,,"llm security, sspm, saas security posture"
Startup292,,SaaS Security,"San Francisco, CA",0.9,,,,"autonomous agent security, cloud application security, saas security posture, saas compliance, ai governance"
Startup378,,SSPM,"Denver, CO",0.85,,,,"llm security, cloud application security, llm compliance, saas posture management"
Startup133,,AI Agent Security,"Toronto, Canada",0.7,,,,"ai policy, ai agent risk"
Startup71,,SSPM,"Seattle, WA",0.85,,,,"security posture management, ai agent risk"
Startup344,,SaaS Security,"Seattle, WA",0.85,,,,"cloud compliance, generative ai compliance, cloud application security, autonomous agent security"
Startup175,,SaaS Security,"Denver, CO",0.85,,,,"llm security, saas governance, llm compliance, cloud app security"
Startup146,,SaaS Security,"Toronto, Canada",0.8,,,,"genai security, saas governance"
Startup304,,AI Agent Security,Remote (US),0.7,,,,"autonomous agent security, llm security, ai policy"
Startup178,,AI Compliance,"Toronto, Canada",0.9,,,,"llm security, ai agent security, generative ai compliance"
Startup359,,SaaS Security,"Austin, TX",0.85,,,,"ai governance, saas security, ai security"
Startup130,,SaaS Security,"Boston, MA",0.9,,,,"saas audit, llm compliance, ai agent security, saas governance"
T-Mobile,,SSPM,"San Francisco, CA",0.85,,,,"security posture management, saas security posture, generative ai compliance, autonomous agent security"
Startup225,,SaaS Security,"Austin, TX",0.75,,,,"sanctioned it, saas governance, ai security, ai agent risk"
Startup359,,SSPM,"Boston, MA",0.85,,,,"ai security, autonomous agent security, saas posture management, saas risk, cloud app security"
Lacework,,SSPM,"Toronto, Canada",0.9,,,,"llm security, shadow it, saas posture management, sspm, saas governance"
Startup77,,SSPM,Hybrid - Bay Area,0.8,,,,"sanctioned it, security posture management, ai compliance"
Startup21,,SSPM,Remote (US),0.9,,,,"saas security posture, saas audit, saas compliance, saas posture management"
Startup262,,SaaS Security,"Boston, MA",0.85,,,,"cloud application security, ai agent risk, shadow it, ai compliance, ai policy"
Startup184,,SSPM,Remote (US),0.85,,,,"saas compliance, saas audit, ai agent risk, security posture management, cloud application security"
Square,,AI Agent Security,"Boston, MA",0.9,,,,"genai security, llm security"
Startup135,,SSPM,Remote (US),0.85,,,,"sspm, saas security, genai security"
Startup128,,SaaS Security,"London, UK",0.85,,,,"ai compliance, sanctioned it, ai agent security, ai security, saas governance"
Startup258,,SSPM,Hybrid - Bay Area,0.85,,,,"cloud governance, ai security, saas governance, cloud compliance, shadow it"
Startup30,,SaaS Security,Hybrid - Bay Area,0.9,,,,"ai security, saas governance, saas security posture, cloud application security, genai security"
Startup191,,SaaS Security,"Seattle, WA",0.7,,,,"ai governance, shadow it"
Startup322,,SaaS Security,Remote (US),0.85,,,,"saas governance, saas security, ai agent risk"
Startup218,,AI Compliance,Remote (US),0.85,,,,"ai governance, ai policy, generative ai compliance, sspm, autonomous agent security"
Startup393,,SaaS Compliance,"Toronto, Canada",0.8,,,,"saas compliance, genai security"
Zoom,,SSPM,Hybrid - Bay Area,0.85,,,,"ai policy, generative ai compliance, saas posture management, ai governance, security posture management"
Asana,,SSPM,Hybrid - Bay Area,0.85,,,,"shadow it, generative ai compliance, cloud app security"
Startup288,,SaaS Security,"Denver, CO",0.8,,,,"llm compliance, saas audit, shadow it, autonomous agent security"
Ermetic,,SaaS Security,"Denver, CO",0.7,,,,"cloud governance, ai policy"
Startup388,,SaaS Security,"Boston, MA",0.8,,,,"shadow it, cloud application security, ai security"
Startup6,,SaaS Compliance,Hybrid - Bay Area,0.85,,,,"saas compliance, ai policy, ai compliance, sspm"
Startup384,,SSPM,"Boston, MA",0.85,,,,"saas security posture, ai agent security, ai compliance"
Snyk,,AI Compliance,"London, UK",0.7,,,,"sanctioned it, generative ai compliance"
Orca Security,,SSPM,"Boston, MA",0.85,,,,"generative ai compliance, saas posture management, sanctioned it, llm security"
Startup190,,SSPM,"Austin, TX",0.85,,,,"sspm, autonomous agent security"
Startup121,,SSPM,"Seattle, WA",0.85,,,,"saas risk, generative ai compliance, security posture management, ai policy"
Startup101,,SaaS Compliance,"San Francisco, CA",0.8,,,,"generative ai compliance, ai agent security, cloud compliance, cloud governance"
Startup16,,SSPM,"Austin, TX",0.85,,,,"saas audit, cloud governance, sspm, llm security"
Startup93,,SSPM,"Austin, TX",0.9,,,,"saas posture management, ai agent security, cloud application security, genai security"
Startup199,,SaaS Security,Remote (US),0.85,,,,"saas risk, saas governance, ai governance, saas compliance, autonomous agent security"
Startup79,,SaaS Security,"Denver, CO",0.85,,,,"saas security, saas audit, llm compliance, saas risk"
Startup58,,SaaS Security,Remote,0.9,,,,"llm security, saas governance, ai agent risk, saas risk"
Startup236,,SSPM,"Denver, CO",0.9,,,,"security posture management, ai security, saas security posture, autonomous agent security, genai security"
Startup193,,SaaS Compliance,"New York, NY",0.85,,,,"ai agent security, saas compliance"
Boeing,,SaaS Compliance,"New York, NY",0.9,,,,"sspm, saas compliance, generative ai compliance, llm compliance, sanctioned it"
McKinsey,,SaaS Security,Hybrid - Bay Area,0.85,,,,"saas security, genai security, saas audit"
Startup357,,AI Compliance,Remote (US),0.7,,,,"ai governance, ai policy, ai compliance, generative ai compliance"
Walmart,,AI Compliance,Remote,0.8,,,,"genai security, ai security, generative ai compliance, sanctioned it"
Startup188,,SSPM,Remote (US),0.85,,,,"saas security posture, security posture management"
Startup224,,SaaS Security,"Seattle, WA",0.9,,,,"saas risk, ai agent risk, ai governance, cloud application security"
Startup331,,SSPM,"Toronto, Canada",0.85,,,,"sspm, cloud application security, ai governance"
Startup383,,SaaS Security,"London, UK",0.8,,,,"ai compliance, cloud application security, cloud governance, sanctioned it"
Sysdig,,SaaS Compliance,"London, UK",0.8,,,,"cloud compliance, ai agent security"
Startup203,,SSPM,"Seattle, WA",0.85,,,,"saas audit, shadow it"
Startup228,,SaaS Security,"Toronto, Canada",0.8,,,,"cloud governance, saas governance, autonomous agent security"
Startup142,,SaaS Security,"Toronto, Canada",0.9,,,,"cloud compliance, genai security, autonomous agent security, saas security posture, cloud app security"
Startup244,,SaaS Security,Remote,0.7,,,,"ai policy, saas risk"
Aqua Security,,SaaS Security,"Seattle, WA",0.9,,,,"ai agent risk, generative ai compliance, saas security, saas risk"
Startup19,,AI Compliance,"Boston, MA",0.8,,,,"cloud app security, ai governance, ai security, ai compliance"
Startup213,,AI Compliance,Remote,0.7,,,,"ai policy, ai compliance, sanctioned it"
Intel,,SSPM,"London, UK",0.85,,,,"cloud app security, saas risk, saas security posture"
Startup194,,SaaS Compliance,Remote,0.85,,,,"llm compliance, cloud compliance, cloud governance, saas audit"
Startup398,,SaaS Security,Remote (US),0.85,,,,"sanctioned it, cloud compliance, saas governance, cloud application security"
ServiceNow,,SSPM,"Seattle, WA",0.85,,,,"sspm, ai governance, cloud app security, sanctioned it"
Startup374,,SaaS Security,"Austin, TX",0.9,,,,"saas governance, sspm, ai policy, generative ai compliance, ai agent security"
Startup333,,SSPM,"New York, NY",0.85,,,,"saas risk, saas security posture, shadow it"
Startup108,,SSPM,Hybrid - Bay Area,0.85,,,,"saas security posture, sanctioned it, ai policy"
Startup342,,SaaS Compliance,"Boston, MA",0.85,,,,"saas compliance, ai compliance, saas risk, autonomous agent security"
Startup103,,SSPM,Hybrid - Bay Area,0.85,,,,"saas risk, ai compliance, saas security posture, shadow it"
Startup240,,SSPM,"Toronto, Canada",0.85,,,,"saas risk, saas posture management, saas audit, saas security"
Startup68,,SaaS Security,"Austin, TX",0.85,,,,"llm security, cloud compliance, autonomous agent security, ai governance, cloud app security"
Startup81,,SSPM,"Austin, TX",0.85,,,,"saas security posture, genai security, ai policy"
Startup103,,SaaS Security,Remote,0.8,,,,"saas governance, ai security"
Startup204,,SSPM,"Seattle, WA",0.85,,,,"security posture management, llm compliance"
Startup370,,SSPM,Hybrid - Bay Area,0.85,,,,"saas posture management, sspm, saas governance"
Startup122,,SSPM,"New York, NY",0.85,,,,"saas governance, saas compliance, saas risk, sanctioned it, ai security"
Startup72,,AI Compliance,"Toronto, Canada",0.7,,,,"llm compliance, sanctioned it, generative ai compliance"
Startup262,,SSPM,Hybrid - Bay Area,0.85,,,,"saas security posture, sanctioned it"
Startup241,,SSPM,Remote (US),0.85,,,,"ai governance, saas posture management"
Startup50,,AI Agent Security,Hybrid - Bay Area,0.7,,,,"sanctioned it, llm security, ai agent risk"
Startup238,,SSPM,"Boston, MA",0.85,,,,"saas posture management, ai governance"
Startup49,,AI Agent Security,"Denver, CO",0.8,,,,"ai agent risk, shadow it, llm security, ai compliance"
Startup43,,SaaS Security,Remote (US),0.85,,,,"saas security, saas risk"
Check Point,,SaaS Compliance,"Boston, MA",0.85,,,,"ai security, llm compliance, saas compliance"
Startup288,,SaaS Security,"New York, NY",0.7,,,,"saas governance, ai governance"
Startup4,,SSPM,"Austin, TX",0.85,,,,"llm security, saas audit, saas posture management, security posture management, ai governance"
Startup6,,SaaS Security,Remote,0.9,,,,"cloud application security, ai security, llm security, genai security, sanctioned it"
Startup386,,SSPM,Hybrid - Bay Area,0.85,,,,"sspm, ai compliance, saas governance, cloud app security"
Home Depot,,SaaS Compliance,"Austin, TX",0.85,,,,"saas compliance, cloud application security, cloud governance, genai security"
Target,,SaaS Compliance,Hybrid - Bay Area,0.85,,,,"cloud compliance, saas risk, sanctioned it, ai agent risk, generative ai compliance"
Startup66,,SSPM,"San Francisco, CA",0.85,,,,"cloud governance, saas compliance, autonomous agent security"
Veza,,SSPM,"San Francisco, CA",0.85,,,,"saas posture management, cloud compliance, cloud governance"
Startup152,,AI Compliance,"Denver, CO",0.7,,,,"ai governance, ai policy, saas risk"
Startup126,,SaaS Compliance,"London, UK",0.8,,,,"cloud governance, ai compliance"
Startup251,,SSPM,"Austin, TX",0.85,,,,"generative ai compliance, ai agent security, saas posture management, ai security"
Startup245,,SaaS Security,Remote,0.85,,,,"ai policy, genai security, saas audit, llm security"
Startup221,,SaaS Security,"Toronto, Canada",0.85,,,,"llm security, ai agent risk, saas security posture"
Startup287,,SSPM,Remote,0.85,,,,"saas security, security posture management, shadow it, llm compliance"
CloudKnox,,SaaS Security,Remote,0.85,,,,"shadow it, ai policy, saas security, cloud compliance"
Startup180,,SaaS Security,"Austin, TX",0.9,,,,"saas security posture, ai agent security, saas security, cloud app security"
Google,,SSPM,"San Francisco, CA",0.85,,,,"saas risk, saas governance, cloud compliance, saas security posture"
Startup325,,SaaS Security,"Boston, MA",0.9,,,,"cloud application security, ai agent risk, autonomous agent security, sspm, llm security"
Startup246,,SSPM,"Denver, CO",0.85,,,,"ai security, saas security posture, sanctioned it, saas governance"
Startup218,,SSPM,Remote,0.85,,,,"saas governance, cloud app security, sspm, saas risk, autonomous agent security"
Startup270,,SSPM,Remote (US),0.85,,,,"saas audit, sspm, ai governance, ai compliance"
Startup123,,SaaS Security,"London, UK",0.9,,,,"autonomous agent security, ai compliance, genai security, ai agent risk, saas audit"
Startup343,,AI Compliance,"Seattle, WA",0.85,,,,"saas audit, genai security, generative ai compliance"
Startup375,,SSPM,"Austin, TX",0.85,,,,"saas posture management, autonomous agent security, generative ai compliance"
Startup320,,SaaS Compliance,"Denver, CO",0.8,,,,"cloud compliance, genai security"
Startup299,,SSPM,Remote,0.85,,,,"saas governance, ai policy, sspm, cloud governance"
Zscaler,,SaaS Compliance,"Seattle, WA",0.9,,,,"ai agent risk, saas compliance, llm security, llm compliance"
Startup100,,SSPM,"Seattle, WA",0.85,,,,"security posture management, shadow it"
Startup388,,SaaS Security,"Seattle, WA",0.7,,,,"cloud app security, ai governance"
Startup90,,SaaS Security,"Austin, TX",0.8,,,,"sanctioned it, saas governance, ai agent risk, ai policy, ai compliance"
Startup11,,AI Agent Security,Remote (US),0.7,,,,"ai security, llm security, autonomous agent security"
Startup389,,SSPM,"Toronto, Canada",0.9,,,,"genai security, saas posture management, saas risk, saas security, cloud app security"
Startup196,,SSPM,"San Francisco, CA",0.85,,,,"cloud application security, ai policy, saas posture management"
Startup141,,SaaS Security,Remote,0.9,,,,"ai governance, saas risk, ai compliance, cloud governance, saas governance"
Startup69,,SSPM,Hybrid - Bay Area,0.85,,,,"cloud app security, saas posture management, autonomous agent security, saas audit, sanctioned it"
Startup29,,SaaS Security,Remote,0.9,,,,"ai agent security, saas compliance, saas security, genai security"
Startup44,,SaaS Compliance,"Denver, CO",0.85,,,,"saas compliance, shadow it, llm compliance, cloud app security"
Zscaler,,SaaS Security,Hybrid - Bay Area,0.85,,,,"sanctioned it, ai security, llm compliance, saas security"
Intel,,SaaS Compliance,Remote,0.85,,,,"ai agent security, saas compliance, ai governance, shadow it"
Startup385,,SaaS Security,"London, UK",0.85,,,,"cloud compliance, ai agent risk, shadow it, llm security, ai governance"
Startup93,,SaaS Security,"Boston, MA",0.8,,,,"saas risk, ai security"
Startup12,,SaaS Security,Remote,0.85,,,,"ai compliance, saas security"
Startup85,,SSPM,"Toronto, Canada",0.85,,,,"saas posture management, saas security posture, saas security, security posture management, genai security"
Startup267,,SaaS Security,"Boston, MA",0.9,,,,"saas audit, ai security, llm security, security posture management, ai agent security"
Startup293,,SaaS Compliance,"London, UK",0.85,,,,"saas risk, saas compliance, saas governance"
Startup64,,SSPM,"Denver, CO",0.85,,,,"saas risk, saas posture management, sanctioned it, cloud app security"
Startup37,,SSPM,Remote,0.85,,,,"cloud compliance, security posture management, saas posture management"
Startup186,,SaaS Compliance,"Boston, MA",0.9,,,,"ai security, sanctioned it, generative ai compliance, saas compliance"
Startup395,,SaaS Compliance,Remote (US),0.85,,,,"cloud compliance, shadow it, saas compliance, ai security"
Startup250,,SSPM,"London, UK",0.85,,,,"saas audit, llm security, saas governance, cloud governance, shadow it"
Startup79,,AI Compliance,"London, UK",0.7,,,,"ai security, ai compliance"
Startup264,,SaaS Security,Hybrid - Bay Area,0.9,,,,"ai security, saas security, genai security, llm security"
American Express,,SaaS Compliance,"Toronto, Canada",0.85,,,,"cloud compliance, saas security"
Startup138,,SSPM,Remote,0.85,,,,"saas compliance, saas security posture, security posture management"
Adobe,,SSPM,"Boston, MA",0.9,,,,"saas posture management, ai compliance, ai agent risk, generative ai compliance, saas security"
Atlassian,,SSPM,Hybrid - Bay Area,0.9,,,,"shadow it, cloud governance, llm compliance, saas posture management, saas governance"
Startup256,,SaaS Security,"New York, NY",0.8,,,,"ai security, llm compliance, cloud application security, autonomous agent security"
Amazon,,SaaS Security,Remote,0.85,,,,"ai agent risk, saas security, sanctioned it"
Startup181,,SSPM,"New York, NY",0.85,,,,"security posture management, saas compliance, cloud governance, cloud application security"
Startup115,,SSPM,Remote (US),0.9,,,,"security posture management, shadow it, cloud app security, saas compliance, cloud governance"
Startup172,,SSPM,"Toronto, Canada",0.9,,,,"sspm, genai security, saas security posture, saas risk, cloud application security"
Startup51,,SaaS Compliance,Remote,0.7,,,,"cloud compliance, sanctioned it"
Startup60,,SaaS Compliance,"Austin, TX",0.8,,,,"cloud governance, cloud compliance"
Startup115,,AI Agent Security,Remote (US),0.75,,,,"autonomous agent security, ai compliance"
Startup372,,AI Compliance,"Seattle, WA",0.9,,,,"ai governance, llm compliance, llm security, sspm, ai security"
Startup271,,SaaS Security,"New York, NY",0.85,,,,"llm security, saas governance, saas security, autonomous agent security"
Startup58,,AI Compliance,Hybrid - Bay Area,0.9,,,,"ai policy, ai agent security, ai security, generative ai compliance, shadow it"
Startup320,,SaaS Security,"San Francisco, CA",0.8,,,,"cloud application security, ai security"
Startup362,,SaaS Security,Remote,0.9,,,,"cloud application security, saas audit, cloud compliance, saas security posture, ai policy"
BCG,,SaaS Security,"Austin, TX",0.85,,,,"llm compliance, saas security posture, saas security, autonomous agent security, saas risk"
Startup301,,SaaS Security,Remote,0.85,,,,"llm compliance, cloud app security, ai policy, saas security posture"
Startup344,,SaaS Security,Hybrid - Bay Area,0.9,,,,"security posture management, ai security, saas governance, saas security, ai agent security"
CVS Health,,AI Compliance,"Seattle, WA",0.7,,,,"ai security, ai compliance"
Target,,AI Compliance,"New York, NY",0.85,,,,"generative ai compliance, genai security"
Fortinet,,SSPM,"Austin, TX",0.85,,,,"saas posture management, sspm"
Startup324,,SaaS Security,"San Francisco, CA",0.8,,,,"cloud application security, ai compliance, cloud governance"
Startup80,,SSPM,Hybrid - Bay Area,0.85,,,,"shadow it, cloud app security"
Startup124,,SaaS Compliance,"Austin, TX",0.85,,,,"saas security, llm compliance"
Startup392,,AI Agent Security,"Toronto, Canada",0.7,,,,"sanctioned it, ai agent risk"
Startup127,,SaaS Security,"Denver, CO",0.9,,,,"saas security, saas compliance, ai security, autonomous agent security, cloud application security"
Startup92,,SSPM,"New York, NY",0.85,,,,"generative ai compliance, cloud governance, saas risk, saas audit, shadow it"
Startup153,,SSPM,"Boston, MA",0.85,,,,"ai compliance, cloud application security, saas risk"
Startup37,,AI Agent Security,"Denver, CO",0.8,,,,"ai agent security, generative ai compliance, shadow it"
Startup251,,SSPM,"San Francisco, CA",0.85,,,,"sspm, shadow it"
Chevron,,SSPM,"Austin, TX",0.85,,,,"ai agent security, saas posture management, security posture management, cloud governance, cloud compliance"
Startup280,,SSPM,"San Francisco, CA",0.9,,,,"cloud application security, security posture management, saas security, autonomous agent security, saas security posture"
Startup77,,AI Agent Security,Remote (US),0.7,,,,"ai security, ai agent risk"
Startup310,,SaaS Compliance,Remote,0.9,,,,"ai compliance, autonomous agent security, saas governance, saas compliance"
Walmart,,SSPM,Remote (US),0.85,,,,"cloud app security, saas risk, saas governance, cloud compliance"
Startup10,,SSPM,"Seattle, WA",0.85,,,,"saas risk, saas security posture"
Startup388,,SSPM,"San Francisco, CA",0.85,,,,"shadow it, saas audit, sanctioned it, ai agent risk"
Zscaler,,SSPM,Remote,0.85,,,,"saas governance, sanctioned it, autonomous agent security"
Intel,,SSPM,Remote,0.85,,,,"saas posture management, ai compliance, ai agent risk"
KPMG,,SaaS Security,Remote (US),0.85,,,,"llm security, cloud application security, cloud compliance, saas risk, saas security"
Startup123,,SSPM,"New York, NY",0.85,,,,"security posture management, saas security, saas compliance, genai security"
Startup170,,SaaS Security,"Boston, MA",0.8,,,,"cloud compliance, cloud app security, sanctioned it, autonomous agent security"
Startup280,,SaaS Compliance,Hybrid - Bay Area,0.8,,,,"ai compliance, saas audit"
Startup46,,SaaS Security,Remote,0.85,,,,"cloud application security, saas audit, saas risk"
Startup245,,SaaS Security,"London, UK",0.8,,,,"ai compliance, cloud application security"
Startup62,,SSPM,"Toronto, Canada",0.85,,,,"sanctioned it, cloud governance, shadow it, cloud app security, ai agent security"
Startup42,,SSPM,"London, UK",0.85,,,,"saas security posture, shadow it, saas posture management"
Startup27,,SSPM,Hybrid - Bay Area,0.85,,,,"saas audit, genai security, sspm, llm compliance"
